y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2008/1,-20,-0.35,-4.12,-13,-0.23,-2.68,25,0.44,5.15,38,0.66,7.82
2008/2,-38,-0.66,-8.36,-14,-0.24,-3.08,20,0.35,4.4,34,0.59,7.48
2008/3,-74,-1.29,-15.24,-18,-0.31,-3.71,26,0.45,5.36,44,0.77,9.07
2008/4,-24,-0.42,-5.12,-3,-0.05,-0.64,20,0.35,4.26,23,0.4,4.9
2008/5,-69,-1.21,-14.24,-1,-0.02,-0.21,30,0.52,6.19,31,0.54,6.4
2008/6,-41,-0.72,-8.75,-13,-0.23,-2.78,17,0.3,3.63,30,0.53,6.41
2008/7,-37,-0.65,-7.65,-2,-0.04,-0.41,22,0.39,4.55,24,0.42,4.96
2008/8,-56,-0.98,-11.59,-1,-0.02,-0.21,19,0.33,3.93,20,0.35,4.14
2008/9,-91,-1.6,-19.47,-8,-0.14,-1.71,24,0.42,5.14,32,0.56,6.85
2008/10,-80,-1.41,-16.59,2,0.04,0.42,30,0.53,6.23,28,0.49,5.81
2008/11,-107,-1.88,-22.97,12,0.21,2.58,31,0.55,6.66,19,0.33,4.08
2008/12,-32,-0.56,-6.66,-4,-0.07,-0.83,33,0.58,6.87,37,0.65,7.7
2009/1,-31,-0.55,-6.44,2,0.04,0.42,23,0.41,4.78,21,0.37,4.36
2009/2,-30,-0.53,-6.9,-21,-0.37,-4.83,27,0.48,6.21,48,0.85,11.04
2009/3,-5,-0.09,-1.04,-8,-0.14,-1.66,33,0.58,6.86,41,0.72,8.52
2009/4,-62,-1.09,-13.32,-25,-0.44,-5.37,6,0.11,1.29,31,0.55,6.66
2009/5,-101,-1.79,-21.02,-18,-0.32,-3.75,19,0.34,3.96,37,0.65,7.71
2009/6,-76,-1.35,-16.37,-12,-0.21,-2.59,24,0.43,5.17,36,0.64,7.76
2009/7,-89,-1.58,-18.58,-4,-0.07,-0.84,27,0.48,5.64,31,0.55,6.48
2009/8,-116,-2.06,-24.26,-11,-0.2,-2.3,18,0.32,3.77,29,0.52,6.07
2009/9,-212,-3.77,-45.9,-21,-0.37,-4.56,16,0.29,3.47,37,0.66,8.03
2009/10,-89,-1.59,-18.72,-9,-0.16,-1.89,26,0.46,5.47,35,0.63,7.37
2009/11,-102,-1.82,-22.2,-9,-0.16,-1.96,27,0.48,5.88,36,0.64,7.84
2009/12,-47,-0.84,-9.92,2,0.04,0.42,41,0.74,8.66,39,0.7,8.23
2010/1,-17,-0.3,-3.59,-3,-0.05,-0.63,30,0.54,6.34,33,0.59,6.97
2010/2,-40,-0.72,-9.36,-7,-0.13,-1.64,24,0.43,5.62,31,0.56,7.25
2010/3,5,0.09,1.06,-1,-0.02,-0.21,38,0.68,8.03,39,0.7,8.25
2010/4,-10,-0.18,-2.18,-5,-0.09,-1.09,29,0.52,6.34,34,0.61,7.43
2010/5,-98,-1.76,-20.72,-6,-0.11,-1.27,22,0.4,4.66,28,0.5,5.93
2010/6,-14,-0.25,-3.06,-3,-0.05,-0.66,22,0.4,4.82,25,0.45,5.47
2010/7,3,0.05,0.64,-17,-0.31,-3.6,19,0.34,4.03,36,0.65,7.63
2010/8,-99,-1.78,-20.98,-14,-0.25,-2.97,19,0.34,4.03,33,0.59,7
2010/9,-47,-0.85,-10.31,-6,-0.11,-1.32,23,0.41,5.05,29,0.52,6.36
2010/10,-20,-0.36,-4.25,4,0.07,0.85,32,0.58,6.8,28,0.51,5.95
2010/11,6,0.11,1.32,-11,-0.2,-2.42,23,0.42,5.05,34,0.61,7.47
