y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2008/1,101,0.32,3.79,56,0.18,2.1,215,0.68,8.06,159,0.5,5.96
2008/2,309,0.98,12.38,66,0.21,2.64,201,0.64,8.05,135,0.43,5.41
2008/3,177,0.56,6.63,45,0.14,1.68,203,0.64,7.6,158,0.5,5.91
2008/4,53,0.17,2.05,28,0.09,1.08,194,0.61,7.5,166,0.53,6.42
2008/5,144,0.46,5.39,5,0.02,0.19,159,0.5,5.95,154,0.49,5.76
2008/6,-121,-0.38,-4.68,37,0.12,1.43,163,0.52,6.3,126,0.4,4.87
2008/7,-361,-1.14,-13.51,52,0.16,1.95,196,0.62,7.34,144,0.46,5.39
2008/8,-614,-1.95,-23,19,0.06,0.71,150,0.48,5.62,131,0.42,4.91
2008/9,-926,-2.94,-35.91,30,0.1,1.17,162,0.52,6.29,132,0.42,5.13
2008/10,-189,-0.6,-7.11,66,0.21,2.48,226,0.72,8.51,160,0.51,6.02
2008/11,11,0.04,0.43,71,0.23,2.76,208,0.66,8.09,137,0.44,5.33
2008/12,340,1.08,12.8,-9,-0.03,-0.34,172,0.55,6.47,181,0.58,6.81
2009/1,-397,-1.26,-14.89,19,0.06,0.71,134,0.43,5.03,115,0.37,4.32
2009/2,-254,-0.81,-10.56,36,0.11,1.5,196,0.63,8.15,160,0.51,6.66
2009/3,174,0.56,6.54,56,0.18,2.1,223,0.71,8.38,167,0.53,6.28
2009/4,-152,-0.49,-5.9,-31,-0.1,-1.2,119,0.38,4.62,150,0.48,5.83
2009/5,-91,-0.29,-3.42,-12,-0.04,-0.45,133,0.42,5,145,0.46,5.45
2009/6,-78,-0.25,-3.03,6,0.02,0.23,177,0.57,6.88,171,0.55,6.65
2009/7,-134,-0.43,-5.04,41,0.13,1.54,191,0.61,7.19,150,0.48,5.64
2009/8,-604,-1.93,-22.73,45,0.14,1.69,167,0.53,6.29,122,0.39,4.59
2009/9,-934,-2.99,-36.39,61,0.2,2.38,191,0.61,7.45,130,0.42,5.07
2009/10,118,0.38,4.46,42,0.13,1.59,170,0.55,6.43,128,0.41,4.84
2009/11,31,0.1,1.21,45,0.14,1.76,181,0.58,7.07,136,0.44,5.31
2009/12,85,0.27,3.21,11,0.04,0.42,165,0.53,6.24,154,0.49,5.82
2010/1,-313,-1,-11.83,20,0.06,0.76,172,0.55,6.5,152,0.49,5.75
2010/2,-163,-0.52,-6.83,9,0.03,0.38,158,0.51,6.62,149,0.48,6.24
2010/3,23,0.07,0.87,22,0.07,0.83,199,0.64,7.53,177,0.57,6.7
2010/4,-234,-0.75,-9.15,-26,-0.08,-1.02,148,0.48,5.79,174,0.56,6.81
2010/5,41,0.13,1.55,26,0.08,0.98,165,0.53,6.25,139,0.45,5.26
2010/6,-54,-0.17,-2.11,-17,-0.05,-0.67,147,0.47,5.75,164,0.53,6.42
2010/7,80,0.26,3.03,39,0.13,1.48,184,0.59,6.97,145,0.47,5.49
2010/8,-395,-1.27,-14.95,16,0.05,0.61,169,0.54,6.4,153,0.49,5.8
2010/9,-105,-0.34,-4.11,65,0.21,2.55,191,0.62,7.48,126,0.41,4.94
2010/10,536,1.73,20.33,1,0,0.04,151,0.49,5.72,150,0.48,5.68
2010/11,312,1,12.2,61,0.2,2.38,227,0.73,8.88,166,0.53,6.49
