y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2008/1,2077,1.07,12.67,835,0.43,5.09,1749,0.9,10.67,914,0.47,5.57
2008/2,1546,0.8,10.07,640,0.33,4.17,1516,0.78,9.87,876,0.45,5.71
2008/3,1423,0.73,8.67,629,0.32,3.83,1535,0.79,9.35,906,0.47,5.52
2008/4,1864,0.96,11.72,650,0.33,4.09,1509,0.78,9.48,859,0.44,5.4
2008/5,1878,0.97,11.42,703,0.36,4.27,1492,0.77,9.07,789,0.41,4.79
2008/6,1825,0.94,11.45,598,0.31,3.75,1394,0.72,8.75,796,0.41,4.99
2008/7,2423,1.25,14.7,825,0.42,5,1608,0.83,9.75,783,0.4,4.75
2008/8,2125,1.09,12.88,783,0.4,4.74,1477,0.76,8.95,694,0.36,4.2
2008/9,2192,1.12,13.71,809,0.41,5.06,1540,0.79,9.63,731,0.37,4.57
2008/10,1916,0.98,11.59,1014,0.52,6.13,1796,0.92,10.86,782,0.4,4.73
2008/11,2279,1.17,14.23,1274,0.65,7.95,1938,0.99,12.09,664,0.34,4.14
2008/12,2170,1.11,13.09,743,0.38,4.48,1626,0.83,9.81,883,0.45,5.33
2009/1,1650,0.84,9.92,632,0.32,3.8,1304,0.67,7.84,672,0.34,4.04
2009/2,1489,0.76,9.9,511,0.26,3.4,1639,0.84,10.89,1128,0.58,7.5
2009/3,1721,0.88,10.33,1084,0.55,6.5,2008,1.02,12.05,924,0.47,5.54
2009/4,651,0.33,4.03,208,0.11,1.29,1047,0.53,6.49,839,0.43,5.2
2009/5,1116,0.57,6.69,539,0.27,3.23,1202,0.61,7.2,663,0.34,3.97
2009/6,1725,0.88,10.68,793,0.4,4.91,1591,0.81,9.85,798,0.41,4.94
2009/7,1536,0.78,9.19,680,0.35,4.07,1530,0.78,9.15,850,0.43,5.09
2009/8,1784,0.91,10.67,681,0.35,4.07,1421,0.72,8.5,740,0.38,4.42
2009/9,2277,1.16,14.06,821,0.42,5.07,1565,0.79,9.66,744,0.38,4.59
2009/10,2123,1.08,12.67,948,0.48,5.66,1723,0.87,10.28,775,0.39,4.62
2009/11,2139,1.08,13.18,910,0.46,5.6,1726,0.87,10.63,816,0.41,5.02
2009/12,1885,0.95,11.23,918,0.46,5.46,1759,0.89,10.47,841,0.43,5.01
2010/1,1256,0.63,7.47,578,0.29,3.44,1475,0.75,8.77,897,0.45,5.34
2010/2,1326,0.67,8.73,424,0.21,2.79,1221,0.62,8.04,797,0.4,5.25
2010/3,1597,0.81,9.49,564,0.28,3.35,1521,0.77,9.03,957,0.48,5.68
