y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2008/1,12,0.05,0.62,57,0.25,2.94,176,0.77,9.08,119,0.52,6.14
2008/2,101,0.44,5.57,41,0.18,2.26,175,0.76,9.65,134,0.59,7.39
2008/3,-46,-0.2,-2.37,43,0.19,2.22,176,0.77,9.08,133,0.58,6.86
2008/4,-152,-0.66,-8.1,40,0.17,2.13,159,0.69,8.48,119,0.52,6.34
2008/5,-75,-0.33,-3.87,37,0.16,1.91,155,0.68,8,118,0.52,6.09
2008/6,-131,-0.57,-6.99,33,0.14,1.76,149,0.65,7.95,116,0.51,6.19
2008/7,-172,-0.75,-8.88,37,0.16,1.91,142,0.62,7.34,105,0.46,5.43
2008/8,-300,-1.31,-15.51,-10,-0.04,-0.52,118,0.52,6.1,128,0.56,6.62
2008/9,-277,-1.21,-14.82,27,0.12,1.44,136,0.6,7.28,109,0.48,5.83
2008/10,-103,-0.45,-5.34,54,0.24,2.8,158,0.69,8.19,104,0.46,5.39
2008/11,-19,-0.08,-1.02,100,0.44,5.36,185,0.81,9.91,85,0.37,4.55
2008/12,64,0.28,3.32,43,0.19,2.23,156,0.68,8.09,113,0.5,5.86
2009/1,-84,-0.37,-4.34,51,0.22,2.64,135,0.59,6.98,84,0.37,4.34
2009/2,-282,-1.24,-16.15,-3,-0.01,-0.17,140,0.62,8.02,143,0.63,8.19
2009/3,-172,-0.76,-8.91,106,0.47,5.49,221,0.97,11.45,115,0.51,5.96
2009/4,-212,-0.93,-11.35,-24,-0.11,-1.29,97,0.43,5.2,121,0.53,6.48
2009/5,-315,-1.39,-16.34,20,0.09,1.04,108,0.48,5.61,88,0.39,4.57
2009/6,-405,-1.79,-21.74,17,0.08,0.91,144,0.64,7.74,127,0.56,6.82
2009/7,-182,-0.8,-9.47,48,0.21,2.5,176,0.78,9.16,128,0.57,6.66
2009/8,-246,-1.09,-12.81,-3,-0.01,-0.16,115,0.51,5.99,118,0.52,6.15
2009/9,-264,-1.17,-14.22,16,0.07,0.86,138,0.61,7.44,122,0.54,6.58
2009/10,-187,-0.83,-9.76,51,0.23,2.66,156,0.69,8.14,105,0.47,5.48
2009/11,-11,-0.05,-0.59,40,0.18,2.16,152,0.67,8.2,112,0.5,6.05
2009/12,-46,-0.2,-2.4,72,0.32,3.76,183,0.81,9.56,111,0.49,5.8
2010/1,-82,-0.36,-4.28,54,0.24,2.82,156,0.69,8.15,102,0.45,5.33
2010/2,-208,-0.92,-12.04,15,0.07,0.87,122,0.54,7.06,107,0.48,6.19
2010/3,-191,-0.85,-9.99,28,0.12,1.47,149,0.66,7.8,121,0.54,6.33
2010/4,-282,-1.25,-15.26,14,0.06,0.76,139,0.62,7.52,125,0.56,6.77
2010/5,-157,-0.7,-8.23,1,0,0.05,115,0.51,6.03,114,0.51,5.98
2010/6,-330,-1.47,-17.89,26,0.12,1.41,126,0.56,6.84,100,0.45,5.42
2010/7,239,1.07,12.56,-15,-0.07,-0.79,108,0.48,5.67,123,0.55,6.46
2010/8,-163,-0.73,-8.55,22,0.1,1.15,139,0.62,7.3,117,0.52,6.14
2010/9,163,0.73,8.85,20,0.09,1.08,147,0.66,7.97,127,0.57,6.89
2010/10,207,0.92,10.86,34,0.15,1.78,137,0.61,7.19,103,0.46,5.4
2010/11,323,1.44,17.5,41,0.18,2.22,154,0.69,8.34,113,0.5,6.12
