y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2008/1,51,0.19,2.3,64,0.24,2.89,195,0.75,8.8,131,0.5,5.91
2008/2,131,0.5,6.32,41,0.16,1.98,173,0.66,8.34,132,0.5,6.36
2008/3,67,0.26,3.02,32,0.12,1.44,160,0.61,7.21,128,0.49,5.77
2008/4,50,0.19,2.33,62,0.24,2.89,178,0.68,8.29,116,0.44,5.4
2008/5,104,0.4,4.69,59,0.23,2.66,171,0.65,7.71,112,0.43,5.05
2008/6,-227,-0.87,-10.57,39,0.15,1.82,152,0.58,7.08,113,0.43,5.26
2008/7,0,0,0,51,0.19,2.3,171,0.65,7.71,120,0.46,5.41
2008/8,-130,-0.5,-5.86,40,0.15,1.8,160,0.61,7.22,120,0.46,5.41
2008/9,-71,-0.27,-3.31,72,0.28,3.36,189,0.72,8.81,117,0.45,5.45
2008/10,114,0.44,5.14,103,0.39,4.65,211,0.81,9.52,108,0.41,4.87
2008/11,70,0.27,3.26,75,0.29,3.5,185,0.71,8.62,110,0.42,5.13
2008/12,-106,-0.4,-4.78,60,0.23,2.71,181,0.69,8.16,121,0.46,5.46
2009/1,9,0.03,0.4,21,0.08,0.94,125,0.48,5.62,104,0.4,4.68
2009/2,-26,-0.1,-1.29,17,0.06,0.85,168,0.64,8.37,151,0.58,7.52
2009/3,-179,-0.68,-8.05,124,0.47,5.58,244,0.93,10.98,120,0.46,5.4
2009/4,11,0.04,0.51,-8,-0.03,-0.37,114,0.44,5.3,122,0.47,5.68
2009/5,0,0,0,24,0.09,1.08,137,0.52,6.17,113,0.43,5.09
2009/6,52,0.2,2.42,51,0.19,2.37,169,0.65,7.86,118,0.45,5.49
2009/7,-93,-0.36,-4.19,45,0.17,2.03,184,0.7,8.28,139,0.53,6.26
2009/8,-232,-0.89,-10.45,23,0.09,1.04,147,0.56,6.62,124,0.47,5.59
2009/9,-231,-0.88,-10.76,66,0.25,3.07,175,0.67,8.15,109,0.42,5.08
2009/10,-25,-0.1,-1.13,96,0.37,4.33,183,0.7,8.25,87,0.33,3.92
2009/11,-62,-0.24,-2.89,65,0.25,3.03,183,0.7,8.53,118,0.45,5.5
2009/12,-74,-0.28,-3.34,62,0.24,2.8,182,0.7,8.21,120,0.46,5.42
2010/1,-125,-0.48,-5.64,27,0.1,1.22,166,0.64,7.49,139,0.53,6.28
2010/2,-93,-0.36,-4.65,-14,-0.05,-0.7,110,0.42,5.5,124,0.48,6.2
2010/3,-12,-0.05,-0.54,29,0.11,1.31,177,0.68,8,148,0.57,6.69
2010/4,-59,-0.23,-2.75,33,0.13,1.54,146,0.56,6.82,113,0.43,5.28
2010/5,133,0.51,6.01,44,0.17,1.99,143,0.55,6.46,99,0.38,4.47
2010/6,-67,-0.26,-3.13,13,0.05,0.61,142,0.54,6.63,129,0.49,6.02
2010/7,151,0.58,6.82,-3,-0.01,-0.14,132,0.51,5.96,135,0.52,6.1
2010/8,165,0.63,7.45,20,0.08,0.9,144,0.55,6.5,124,0.48,5.6
2010/9,446,1.71,20.79,48,0.18,2.24,148,0.57,6.89,100,0.38,4.66
2010/10,391,1.5,17.61,65,0.25,2.93,171,0.65,7.7,106,0.41,4.77
2010/11,88,0.34,4.09,34,0.13,1.58,172,0.66,7.99,138,0.53,6.41
