y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2008/1,247,1.63,19.23,63,0.41,4.9,115,0.76,8.94,52,0.34,4.04
2008/2,106,0.7,8.81,34,0.22,2.82,107,0.7,8.89,73,0.48,6.06
2008/3,132,0.87,10.25,17,0.11,1.32,99,0.65,7.68,82,0.54,6.36
2008/4,157,1.03,12.59,42,0.28,3.37,107,0.7,8.57,65,0.43,5.21
2008/5,145,0.95,11.24,20,0.13,1.55,89,0.58,6.89,69,0.45,5.35
2008/6,94,0.62,7.52,32,0.21,2.56,96,0.63,7.68,64,0.42,5.12
2008/7,91,0.6,7.04,28,0.18,2.17,107,0.7,8.28,79,0.52,6.11
2008/8,-40,-0.26,-3.09,35,0.23,2.71,98,0.64,7.58,63,0.41,4.87
2008/9,15,0.1,1.2,47,0.31,3.76,110,0.72,8.79,63,0.41,5.04
2008/10,101,0.66,7.81,55,0.36,4.25,117,0.77,9.05,62,0.41,4.79
2008/11,180,1.18,14.38,82,0.54,6.55,133,0.87,10.62,51,0.33,4.07
2008/12,210,1.37,16.21,49,0.32,3.78,137,0.9,10.57,88,0.58,6.79
2009/1,39,0.25,3,52,0.34,4,95,0.62,7.3,43,0.28,3.31
2009/2,47,0.31,4,-16,-0.1,-1.36,96,0.63,8.17,112,0.73,9.53
2009/3,74,0.48,5.69,56,0.37,4.3,124,0.81,9.53,68,0.44,5.22
2009/4,-88,-0.57,-6.98,-15,-0.1,-1.19,60,0.39,4.76,75,0.49,5.95
2009/5,107,0.7,8.22,32,0.21,2.46,80,0.52,6.15,48,0.31,3.69
2009/6,59,0.38,4.68,31,0.2,2.46,96,0.63,7.62,65,0.42,5.16
2009/7,122,0.8,9.37,38,0.25,2.92,103,0.67,7.9,65,0.42,4.99
2009/8,83,0.54,6.37,10,0.07,0.77,88,0.57,6.75,78,0.51,5.98
2009/9,48,0.31,3.8,38,0.25,3.01,116,0.76,9.19,78,0.51,6.18
2009/10,58,0.38,4.45,42,0.27,3.22,116,0.75,8.89,74,0.48,5.67
2009/11,181,1.18,14.33,46,0.3,3.64,116,0.75,9.18,70,0.46,5.54
2009/12,43,0.28,3.29,52,0.34,3.98,125,0.81,9.56,73,0.47,5.59
2010/1,-1,-0.01,-0.08,32,0.21,2.45,98,0.64,7.5,66,0.43,5.05
2010/2,-80,-0.52,-6.78,15,0.1,1.27,80,0.52,6.78,65,0.42,5.51
2010/3,33,0.21,2.53,39,0.25,2.99,105,0.68,8.04,66,0.43,5.05
2010/4,17,0.11,1.34,12,0.08,0.95,89,0.58,7.04,77,0.5,6.09
2010/5,39,0.25,2.98,28,0.18,2.14,95,0.62,7.27,67,0.44,5.13
2010/6,115,0.75,9.09,0,0,0,74,0.48,5.85,74,0.48,5.85
2010/7,122,0.79,9.33,39,0.25,2.98,88,0.57,6.72,49,0.32,3.74
2010/8,36,0.23,2.75,33,0.21,2.52,104,0.67,7.94,71,0.46,5.42
2010/9,41,0.27,3.24,31,0.2,2.45,102,0.66,8.05,71,0.46,5.6
2010/10,112,0.73,8.55,35,0.23,2.67,101,0.65,7.71,66,0.43,5.04
2010/11,94,0.61,7.41,44,0.29,3.47,103,0.67,8.12,59,0.38,4.65
