y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2008/1,273,1.47,17.33,93,0.5,5.9,181,0.97,11.48,88,0.47,5.58
2008/2,126,0.68,8.54,34,0.18,2.3,125,0.67,8.47,91,0.49,6.16
2008/3,85,0.46,5.38,30,0.16,1.9,144,0.77,9.12,114,0.61,7.22
2008/4,52,0.28,3.4,19,0.1,1.24,107,0.57,7,88,0.47,5.76
2008/5,193,1.03,12.21,70,0.38,4.43,144,0.77,9.11,74,0.4,4.68
2008/6,311,1.67,20.32,25,0.13,1.63,119,0.64,7.77,94,0.5,6.14
2008/7,321,1.72,20.26,20,0.11,1.26,116,0.62,7.31,96,0.51,6.05
2008/8,332,1.77,20.92,41,0.22,2.58,135,0.72,8.5,94,0.5,5.92
2008/9,350,1.86,22.75,46,0.24,2.99,149,0.79,9.67,103,0.55,6.69
2008/10,235,1.25,14.75,48,0.26,3.01,152,0.81,9.54,104,0.55,6.52
2008/11,199,1.06,12.89,97,0.51,6.28,173,0.92,11.2,76,0.4,4.92
2008/12,168,0.89,10.52,6,0.03,0.38,122,0.65,7.64,116,0.62,7.26
2009/1,195,1.03,12.17,26,0.14,1.62,88,0.47,5.49,62,0.33,3.87
2009/2,12,0.06,0.83,17,0.09,1.17,144,0.76,9.94,127,0.67,8.77
2009/3,94,0.5,5.86,88,0.47,5.48,174,0.92,10.84,86,0.46,5.36
2009/4,81,0.43,5.22,-28,-0.15,-1.8,76,0.4,4.89,104,0.55,6.69
2009/5,136,0.72,8.47,19,0.1,1.18,98,0.52,6.1,79,0.42,4.92
2009/6,64,0.34,4.12,33,0.17,2.12,141,0.75,9.07,108,0.57,6.94
2009/7,181,0.96,11.26,49,0.26,3.05,143,0.76,8.89,94,0.5,5.85
2009/8,11,0.06,0.68,2,0.01,0.12,106,0.56,6.59,104,0.55,6.46
2009/9,172,0.91,11.05,58,0.31,3.72,142,0.75,9.12,84,0.44,5.39
2009/10,148,0.78,9.19,40,0.21,2.48,143,0.75,8.88,103,0.54,6.39
2009/11,37,0.19,2.37,23,0.12,1.47,128,0.67,8.21,105,0.55,6.73
2009/12,142,0.75,8.81,51,0.27,3.16,142,0.75,8.81,91,0.48,5.64
2010/1,146,0.77,9.05,20,0.11,1.24,131,0.69,8.12,111,0.58,6.88
2010/2,62,0.33,4.25,21,0.11,1.44,113,0.59,7.75,92,0.48,6.31
2010/3,164,0.86,10.15,9,0.05,0.56,124,0.65,7.67,115,0.6,7.12
2010/4,230,1.21,14.7,46,0.24,2.94,118,0.62,7.54,72,0.38,4.6
2010/5,201,1.05,12.42,32,0.17,1.98,114,0.6,7.04,82,0.43,5.06
2010/6,32,0.17,2.04,26,0.14,1.66,111,0.58,7.08,85,0.45,5.42
2010/7,202,1.06,12.47,1,0.01,0.06,102,0.53,6.29,101,0.53,6.23
2010/8,240,1.26,14.8,5,0.03,0.31,109,0.57,6.72,104,0.54,6.41
2010/9,188,0.98,11.96,16,0.08,1.02,121,0.63,7.69,105,0.55,6.68
2010/10,119,0.62,7.32,41,0.21,2.52,136,0.71,8.36,95,0.5,5.84
2010/11,207,1.08,13.15,38,0.2,2.41,137,0.71,8.7,99,0.52,6.29
