y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2008/1,8099,0.35,4.16,5426,0.24,2.79,18323,0.8,9.42,12897,0.56,6.63
2008/2,7163,0.31,3.94,3260,0.14,1.79,16065,0.7,8.83,12805,0.56,7.04
2008/3,5178,0.23,2.66,2736,0.12,1.41,16114,0.7,8.28,13378,0.58,6.87
2008/4,4486,0.2,2.38,3354,0.15,1.78,15549,0.68,8.25,12195,0.53,6.47
2008/5,5142,0.22,2.64,3715,0.16,1.91,15309,0.67,7.86,11594,0.5,5.96
2008/6,5834,0.25,3.1,3325,0.14,1.76,14429,0.63,7.66,11104,0.48,5.89
2008/7,6565,0.29,3.37,4367,0.19,2.24,16063,0.7,8.25,11696,0.51,6
2008/8,4240,0.18,2.18,4084,0.18,2.1,14866,0.65,7.63,10782,0.47,5.53
2008/9,2670,0.12,1.42,4803,0.21,2.55,16048,0.7,8.51,11245,0.49,5.96
2008/10,8520,0.37,4.37,6700,0.29,3.44,18740,0.81,9.61,12040,0.52,6.18
2008/11,11415,0.5,6.05,9901,0.43,5.25,20388,0.89,10.8,10487,0.46,5.56
2008/12,9359,0.41,4.8,3438,0.15,1.76,16839,0.73,8.63,13401,0.58,6.87
2009/1,9146,0.4,4.67,3780,0.16,1.93,13469,0.58,6.88,9689,0.42,4.95
2009/2,3230,0.14,1.83,1282,0.06,0.73,17159,0.74,9.71,15877,0.69,8.98
2009/3,9143,0.4,4.67,8138,0.35,4.16,20773,0.9,10.61,12635,0.55,6.45
2009/4,789,0.03,0.42,-1356,-0.06,-0.72,10597,0.46,5.59,11953,0.52,6.31
2009/5,3688,0.16,1.88,2319,0.1,1.18,12646,0.55,6.46,10327,0.45,5.27
2009/6,6318,0.27,3.33,3735,0.16,1.97,16157,0.7,8.52,12422,0.54,6.55
