y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2008/1,-68,-2.26,-26.72,-2,-0.07,-0.79,25,0.83,9.83,27,0.9,10.62
2008/2,-27,-0.9,-11.37,2,0.07,0.84,29,0.97,12.21,27,0.9,11.37
2008/3,-25,-0.83,-9.85,0,0,0,21,0.7,8.28,21,0.7,8.28
2008/4,-45,-1.5,-18.34,4,0.13,1.63,28,0.94,11.42,24,0.8,9.79
2008/5,-71,-2.38,-28.05,7,0.23,2.77,36,1.21,14.24,29,0.97,11.47
2008/6,-24,-0.81,-9.82,4,0.13,1.64,23,0.77,9.42,19,0.64,7.78
2008/7,3,0.1,1.19,0,0,0,29,0.97,11.49,29,0.97,11.49
2008/8,-32,-1.07,-12.68,6,0.2,2.38,21,0.71,8.33,15,0.5,5.95
2008/9,68,2.28,27.88,14,0.47,5.73,37,1.24,15.15,23,0.77,9.42
2008/10,59,1.98,23.35,21,0.7,8.3,41,1.37,16.21,20,0.67,7.91
2008/11,19,0.64,7.76,22,0.74,8.98,41,1.37,16.73,19,0.64,7.75
2008/12,34,1.14,13.42,16,0.53,6.31,33,1.1,13.02,17,0.57,6.71
2009/1,-16,-0.53,-6.29,-5,-0.17,-1.97,15,0.5,5.9,20,0.67,7.87
2009/2,-9,-0.3,-3.92,3,0.1,1.31,30,1,13.07,27,0.9,11.76
2009/3,-51,-1.7,-20.07,-2,-0.07,-0.79,28,0.94,11.03,30,1,11.82
2009/4,-36,-1.21,-14.67,0,0,0,16,0.54,6.52,16,0.54,6.52
2009/5,18,0.6,7.11,20,0.67,7.89,32,1.07,12.63,12,0.4,4.74
2009/6,12,0.4,4.89,0,0,0,26,0.87,10.6,26,0.87,10.6
2009/7,15,0.5,5.92,-2,-0.07,-0.79,19,0.64,7.49,21,0.7,8.28
2009/8,10,0.33,3.94,-5,-0.17,-1.97,19,0.64,7.49,24,0.8,9.46
2009/9,18,0.6,7.33,12,0.4,4.88,27,0.9,10.99,15,0.5,6.11
2009/10,42,1.4,16.54,14,0.47,5.51,37,1.24,14.56,23,0.77,9.05
2009/11,21,0.7,8.53,12,0.4,4.87,35,1.17,14.22,23,0.77,9.34
2009/12,11,0.37,4.32,11,0.37,4.32,36,1.2,14.14,25,0.83,9.82
2010/1,31,1.03,12.18,3,0.1,1.18,24,0.8,9.42,21,0.7,8.24
2010/2,-31,-1.03,-13.47,-7,-0.23,-3.04,12,0.4,5.22,19,0.63,8.26
2010/3,-41,-1.37,-16.1,5,0.17,1.97,27,0.9,10.61,22,0.73,8.65
2010/4,28,0.94,11.38,16,0.53,6.5,28,0.93,11.38,12,0.4,4.88
2010/5,-21,-0.7,-8.25,10,0.33,3.93,25,0.83,9.83,15,0.5,5.9
2010/6,49,1.64,19.91,3,0.1,1.22,24,0.8,9.74,21,0.7,8.53
2010/7,-21,-0.7,-8.24,4,0.13,1.57,26,0.87,10.21,22,0.73,8.64
2010/8,-41,-1.37,-16.11,-11,-0.37,-4.32,22,0.73,8.65,33,1.1,12.97
2010/9,6,0.2,2.44,6,0.2,2.44,28,0.94,11.38,22,0.74,8.94
2010/10,31,1.04,12.19,-2,-0.07,-0.79,22,0.73,8.65,24,0.8,9.44
2010/11,4,0.13,1.62,-10,-0.33,-4.06,19,0.63,7.71,29,0.97,11.77
