y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2014/12,2055,1,11.76,568,0.28,3.25,1635,0.79,9.36,1067,0.52,6.11
2015/1,3173,1.54,18.15,535,0.26,3.06,1571,0.76,8.98,1036,0.5,5.92
2015/2,4465,2.17,28.23,642,0.31,4.06,1459,0.71,9.22,817,0.4,5.16
2015/3,6770,3.28,38.58,700,0.34,3.98,1870,0.9,10.64,1170,0.57,6.66
2015/4,5193,2.51,30.48,928,0.45,5.44,1938,0.93,11.36,1010,0.49,5.92
2015/5,4236,2.04,24,777,0.37,4.4,1729,0.83,9.79,952,0.46,5.39
2015/6,3916,1.88,22.88,882,0.42,5.15,1828,0.88,10.67,946,0.45,5.52
2015/7,3472,1.66,19.6,828,0.4,4.67,1858,0.89,10.48,1030,0.49,5.81
2015/8,3424,1.64,19.29,991,0.47,5.58,1812,0.87,10.2,821,0.39,4.62
2015/9,3455,1.65,20.08,1077,0.51,6.26,1943,0.93,11.29,866,0.41,5.03
2015/10,3151,1.5,17.7,1087,0.52,6.1,2077,0.99,11.66,990,0.47,5.56
2015/11,2930,1.4,16.98,1123,0.53,6.5,2068,0.98,11.98,945,0.45,5.47
2015/12,3267,1.55,18.3,1214,0.58,6.79,2231,1.06,12.48,1017,0.48,5.69
2016/1,3006,1.43,16.85,847,0.4,4.75,1853,0.88,10.38,1006,0.48,5.64
2016/2,2362,1.12,14.14,501,0.24,3,1625,0.77,9.72,1124,0.53,6.72
2016/3,3024,1.43,16.91,627,0.3,3.5,2150,1.02,12.02,1523,0.72,8.51
2016/4,2816,1.33,16.25,761,0.36,4.39,1860,0.88,10.73,1099,0.52,6.34
2016/5,3850,1.82,21.47,954,0.45,5.32,1997,0.94,11.13,1043,0.49,5.81
2016/6,3501,1.65,20.14,1000,0.47,5.75,1908,0.9,10.97,908,0.43,5.22
2016/7,4255,2,23.65,952,0.45,5.29,1900,0.89,10.55,948,0.45,5.26
2016/8,4260,2,23.63,973,0.46,5.39,1978,0.93,10.96,1005,0.47,5.57
2016/9,3848,1.8,22.01,1105,0.52,6.31,2010,0.94,11.49,905,0.42,5.17
2016/10,3690,1.73,20.39,1156,0.54,6.38,2174,1.02,12,1018,0.48,5.62
2016/11,3652,1.71,20.82,1089,0.51,6.2,2109,0.98,12.01,1020,0.48,5.81
2016/12,3719,1.73,20.48,1184,0.55,6.51,2222,1.04,12.23,1038,0.48,5.71
2017/1,2922,1.36,16.02,821,0.38,4.5,1735,0.81,9.5,914,0.43,5.01
2017/2,2836,1.32,17.19,737,0.34,4.46,1827,0.85,11.07,1090,0.51,6.6
2017/3,3478,1.62,19.02,831,0.39,4.54,2201,1.02,12.02,1370,0.64,7.48
2017/4,3036,1.41,17.12,776,0.36,4.37,1746,0.81,9.84,970,0.45,5.47
2017/5,3693,1.71,20.13,829,0.38,4.51,1823,0.84,9.93,994,0.46,5.41
2017/6,3888,1.8,21.86,885,0.41,4.97,1966,0.91,11.04,1081,0.5,6.07
2017/7,3511,1.62,19.07,793,0.37,4.3,1861,0.86,10.1,1068,0.49,5.8
2017/8,3768,1.74,20.43,950,0.44,5.15,2038,0.94,11.04,1088,0.5,5.9
2017/9,3563,1.64,19.93,958,0.44,5.35,1924,0.88,10.75,966,0.44,5.4
2017/10,3012,1.38,16.28,1085,0.5,5.86,2147,0.98,11.6,1062,0.49,5.74
2017/11,3185,1.46,17.76,1016,0.47,5.66,2042,0.94,11.38,1026,0.47,5.72
2017/12,3362,1.54,18.12,1055,0.48,5.68,2046,0.94,11.02,991,0.45,5.34
2018/1,3017,1.38,16.24,828,0.38,4.45,2076,0.95,11.16,1248,0.57,6.71
2018/2,2064,0.94,12.28,550,0.25,3.27,1561,0.71,9.28,1011,0.46,6.01
2018/3,3251,1.48,17.45,797,0.36,4.28,2091,0.95,11.22,1294,0.59,6.94
2018/4,2481,1.13,13.74,681,0.31,3.77,1719,0.78,9.52,1038,0.47,5.75
2018/5,3204,1.46,17.16,841,0.38,4.5,1928,0.88,10.32,1087,0.49,5.82
2018/6,2790,1.27,15.42,748,0.34,4.13,1675,0.76,9.25,927,0.42,5.12
2018/7,3211,1.46,17.15,764,0.35,4.08,1831,0.83,9.77,1067,0.48,5.69
2018/8,3092,1.4,16.49,804,0.36,4.28,1898,0.86,10.11,1094,0.5,5.83
2018/9,2252,1.02,12.39,801,0.36,4.41,1744,0.79,9.59,943,0.43,5.19
2018/10,2236,1.01,11.89,1022,0.46,5.43,2117,0.96,11.26,1095,0.49,5.82
2018/11,2161,0.98,11.87,1003,0.45,5.51,2016,0.91,11.07,1013,0.46,5.56
2018/12,3096,1.4,16.44,906,0.41,4.81,1927,0.87,10.22,1021,0.46,5.42
2019/1,2861,1.29,15.17,1029,0.46,5.45,2257,1.02,11.96,1228,0.55,6.51
2019/2,1888,0.85,11.07,596,0.27,3.49,1568,0.7,9.19,972,0.44,5.7
2019/3,2497,1.12,13.21,743,0.33,3.93,1898,0.85,10.04,1155,0.52,6.11
2019/4,2535,1.14,13.84,657,0.29,3.59,1808,0.81,9.87,1151,0.52,6.28
2019/5,1970,0.88,10.4,790,0.35,4.17,1884,0.84,9.94,1094,0.49,5.77
2019/6,2382,1.07,12.98,656,0.29,3.57,1675,0.75,9.12,1019,0.46,5.55
