y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2008/1,-13,-0.43,-5.12,-13,-0.43,-5.12,14,0.47,5.52,27,0.9,10.64
2008/2,-43,-1.44,-18.12,-18,-0.6,-7.59,12,0.4,5.06,30,1,12.65
2008/3,-38,-1.27,-15,-10,-0.33,-3.95,16,0.54,6.32,26,0.87,10.27
2008/4,-67,-2.24,-27.36,-7,-0.23,-2.86,16,0.54,6.54,23,0.77,9.4
2008/5,-36,-1.21,-14.26,-13,-0.44,-5.15,11,0.37,4.36,24,0.81,9.51
2008/6,4,0.13,1.64,-2,-0.07,-0.82,15,0.5,6.15,17,0.57,6.97
2008/7,-28,-0.94,-11.1,-3,-0.1,-1.19,14,0.47,5.55,17,0.57,6.74
2008/8,-13,-0.44,-5.16,-6,-0.2,-2.38,14,0.47,5.56,20,0.67,7.94
2008/9,-7,-0.24,-2.87,-4,-0.13,-1.64,15,0.5,6.16,19,0.64,7.8
2008/10,-3,-0.1,-1.19,-8,-0.27,-3.18,11,0.37,4.37,19,0.64,7.55
2008/11,3,0.1,1.23,6,0.2,2.46,24,0.81,9.85,18,0.61,7.39
2008/12,50,1.68,19.86,-12,-0.4,-4.76,19,0.64,7.54,31,1.04,12.3
2009/1,15,0.5,5.93,0,0,0,9,0.3,3.56,9,0.3,3.56
2009/2,-39,-1.31,-17.07,-19,-0.64,-8.32,12,0.4,5.25,31,1.04,13.57
2009/3,-83,-2.79,-32.85,-6,-0.2,-2.38,17,0.57,6.74,23,0.77,9.12
2009/4,-39,-1.31,-15.99,-11,-0.37,-4.51,14,0.47,5.75,25,0.84,10.26
2009/5,-20,-0.68,-7.95,-14,-0.47,-5.57,10,0.34,3.98,24,0.81,9.54
2009/6,-75,-2.53,-30.82,-10,-0.34,-4.11,10,0.34,4.11,20,0.68,8.23
2009/7,-11,-0.37,-4.39,2,0.07,0.8,15,0.51,5.98,13,0.44,5.18
2009/8,-82,-2.78,-32.7,-1,-0.03,-0.4,18,0.61,7.19,19,0.64,7.59
2009/9,-94,-3.19,-38.85,-5,-0.17,-2.07,15,0.51,6.21,20,0.68,8.28
2009/10,-16,-0.55,-6.42,-10,-0.34,-4.01,11,0.37,4.41,21,0.72,8.43
2009/11,-75,-2.56,-31.11,-2,-0.07,-0.83,15,0.51,6.23,17,0.58,7.06
2009/12,-47,-1.61,-18.92,-7,-0.24,-2.82,15,0.51,6.04,22,0.75,8.86
2010/1,-12,-0.41,-4.84,4,0.14,1.61,22,0.75,8.87,18,0.62,7.26
2010/2,-65,-2.23,-29.02,-18,-0.62,-8.05,6,0.21,2.68,24,0.82,10.73
2010/3,-82,-2.81,-33.14,-9,-0.31,-3.64,19,0.65,7.69,28,0.96,11.33
2010/4,-50,-1.72,-20.94,-1,-0.03,-0.42,15,0.52,6.29,16,0.55,6.71
2010/5,88,3.03,35.73,-19,-0.65,-7.7,5,0.17,2.03,24,0.83,9.73
2010/6,-31,-1.07,-12.97,-9,-0.31,-3.77,9,0.31,3.77,18,0.62,7.53
2010/7,12,0.41,4.86,-6,-0.21,-2.43,14,0.48,5.67,20,0.69,8.1
2010/8,11,0.38,4.46,3,0.1,1.21,21,0.72,8.5,18,0.62,7.29
2010/9,-99,-3.4,-41.42,-8,-0.28,-3.35,18,0.62,7.54,26,0.9,10.9
2010/10,-18,-0.62,-7.31,-5,-0.17,-2.03,18,0.62,7.32,23,0.79,9.35
2010/11,-7,-0.24,-2.94,1,0.03,0.42,16,0.55,6.72,15,0.52,6.3
