y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2008/1,184,0.84,9.94,50,0.23,2.7,168,0.77,9.07,118,0.54,6.37
2008/2,159,0.73,9.18,47,0.21,2.71,147,0.67,8.48,100,0.46,5.77
2008/3,-121,-0.55,-6.53,0,0,0,142,0.65,7.66,142,0.65,7.66
2008/4,-177,-0.81,-9.87,14,0.06,0.78,130,0.59,7.25,116,0.53,6.47
2008/5,-4,-0.02,-0.22,11,0.05,0.59,147,0.67,7.94,136,0.62,7.35
2008/6,6,0.03,0.33,22,0.1,1.23,128,0.59,7.15,106,0.49,5.92
2008/7,35,0.16,1.89,31,0.14,1.67,133,0.61,7.18,102,0.47,5.51
2008/8,-9,-0.04,-0.49,63,0.29,3.4,138,0.63,7.45,75,0.34,4.05
2008/9,0,0,0,45,0.21,2.51,132,0.6,7.37,87,0.4,4.86
2008/10,110,0.5,5.94,48,0.22,2.59,156,0.71,8.43,108,0.49,5.83
2008/11,9,0.04,0.5,72,0.33,4.02,175,0.8,9.76,103,0.47,5.75
2008/12,166,0.76,8.96,28,0.13,1.51,156,0.71,8.42,128,0.59,6.91
2009/1,-97,-0.44,-5.22,61,0.28,3.28,130,0.59,7,69,0.32,3.71
2009/2,-84,-0.38,-5.01,10,0.05,0.6,156,0.71,9.3,146,0.67,8.7
2009/3,-109,-0.5,-5.87,69,0.32,3.72,167,0.76,8.99,98,0.45,5.28
2009/4,-24,-0.11,-1.34,-18,-0.08,-1,82,0.38,4.57,100,0.46,5.57
2009/5,-191,-0.87,-10.29,4,0.02,0.22,96,0.44,5.17,92,0.42,4.96
2009/6,-143,-0.65,-7.97,14,0.06,0.78,131,0.6,7.3,117,0.54,6.52
2009/7,147,0.67,7.93,14,0.06,0.76,132,0.6,7.12,118,0.54,6.37
2009/8,98,0.45,5.28,29,0.13,1.56,134,0.61,7.22,105,0.48,5.66
2009/9,-108,-0.49,-6.02,6,0.03,0.33,117,0.54,6.52,111,0.51,6.18
2009/10,-93,-0.43,-5.02,60,0.27,3.24,163,0.75,8.79,103,0.47,5.56
2009/11,-79,-0.36,-4.4,49,0.22,2.73,136,0.62,7.58,87,0.4,4.85
2009/12,87,0.4,4.7,68,0.31,3.67,174,0.8,9.39,106,0.49,5.72
2010/1,-78,-0.36,-4.21,51,0.23,2.75,154,0.71,8.31,103,0.47,5.56
2010/2,52,0.24,3.11,0,0,0,99,0.45,5.91,99,0.45,5.91
2010/3,-66,-0.3,-3.56,28,0.13,1.51,141,0.65,7.61,113,0.52,6.1
2010/4,-310,-1.42,-17.29,12,0.06,0.67,121,0.56,6.75,109,0.5,6.08
2010/5,231,1.06,12.49,16,0.07,0.86,119,0.55,6.43,103,0.47,5.56
2010/6,3,0.01,0.17,56,0.26,3.12,144,0.66,8.03,88,0.4,4.91
2010/7,452,2.07,24.4,-8,-0.04,-0.43,109,0.5,5.88,117,0.54,6.31
2010/8,163,0.75,8.78,31,0.14,1.67,130,0.59,7,99,0.45,5.33
2010/9,511,2.34,28.43,20,0.09,1.11,143,0.65,7.95,123,0.56,6.83
2010/10,438,2,23.53,17,0.08,0.91,124,0.57,6.65,107,0.49,5.74
2010/11,180,0.82,9.97,35,0.16,1.94,135,0.61,7.48,100,0.46,5.54
