y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2008/1,341,0.45,5.27,161,0.21,2.49,559,0.73,8.63,398,0.52,6.14
2008/2,328,0.43,5.41,58,0.08,0.96,468,0.61,7.72,410,0.54,6.76
2008/3,452,0.59,6.97,165,0.22,2.54,566,0.74,8.73,401,0.52,6.18
2008/4,513,0.67,8.17,122,0.16,1.94,474,0.62,7.55,352,0.46,5.61
2008/5,415,0.54,6.39,137,0.18,2.11,477,0.62,7.35,340,0.44,5.24
2008/6,311,0.41,4.95,72,0.09,1.15,410,0.53,6.52,338,0.44,5.38
2008/7,448,0.58,6.9,171,0.22,2.63,513,0.67,7.89,342,0.45,5.26
2008/8,127,0.17,1.95,140,0.18,2.15,488,0.64,7.51,348,0.45,5.35
2008/9,219,0.29,3.48,139,0.18,2.21,505,0.66,8.03,366,0.48,5.82
2008/10,156,0.2,2.4,133,0.17,2.04,517,0.67,7.95,384,0.5,5.9
2008/11,384,0.5,6.1,329,0.43,5.23,650,0.85,10.32,321,0.42,5.1
2008/12,101,0.13,1.55,175,0.23,2.69,569,0.74,8.74,394,0.51,6.05
2009/1,286,0.37,4.38,128,0.17,1.96,424,0.55,6.5,296,0.39,4.53
2009/2,152,0.2,2.58,79,0.1,1.34,582,0.76,9.87,503,0.65,8.53
2009/3,498,0.65,7.63,316,0.41,4.84,691,0.9,10.58,375,0.49,5.74
2009/4,121,0.16,1.91,-30,-0.04,-0.47,315,0.41,4.98,345,0.45,5.46
2009/5,206,0.27,3.15,111,0.14,1.7,420,0.55,6.43,309,0.4,4.73
2009/6,176,0.23,2.78,84,0.11,1.33,477,0.62,7.54,393,0.51,6.21
2009/7,270,0.35,4.13,134,0.17,2.05,475,0.62,7.26,341,0.44,5.21
2009/8,201,0.26,3.07,134,0.17,2.05,506,0.66,7.73,372,0.48,5.69
2009/9,-119,-0.15,-1.88,109,0.14,1.72,473,0.61,7.47,364,0.47,5.75
2009/10,339,0.44,5.18,211,0.27,3.22,559,0.73,8.54,348,0.45,5.32
2009/11,247,0.32,3.9,182,0.24,2.87,545,0.71,8.6,363,0.47,5.73
2009/12,230,0.3,3.51,166,0.22,2.54,553,0.72,8.45,387,0.5,5.91
2010/1,175,0.23,2.67,162,0.21,2.47,534,0.69,8.15,372,0.48,5.68
2010/2,188,0.24,3.18,31,0.04,0.52,353,0.46,5.97,322,0.42,5.44
2010/3,225,0.29,3.43,49,0.06,0.75,472,0.61,7.2,423,0.55,6.46
2010/4,216,0.28,3.41,50,0.06,0.79,413,0.54,6.51,363,0.47,5.72
2010/5,41,0.05,0.63,37,0.05,0.56,375,0.49,5.72,338,0.44,5.16
2010/6,-393,-0.51,-6.19,14,0.02,0.22,370,0.48,5.83,356,0.46,5.61
2010/7,243,0.31,3.71,-7,-0.01,-0.11,362,0.47,5.52,369,0.48,5.63
2010/8,182,0.24,2.78,56,0.07,0.85,444,0.58,6.77,388,0.5,5.92
2010/9,-49,-0.06,-0.77,44,0.06,0.69,412,0.53,6.49,368,0.48,5.8
2010/10,54,0.07,0.82,58,0.08,0.88,424,0.55,6.47,366,0.47,5.58
2010/11,124,0.16,1.95,55,0.07,0.87,471,0.61,7.42,416,0.54,6.56
2010/12,-125,-0.07,-0.79,-167,-0.09,-1.05,1018,0.54,6.4,1185,0.63,7.45
2011/1,-388,-0.21,-2.44,-282,-0.15,-1.77,1043,0.56,6.55,1325,0.71,8.33
2011/2,-230,-0.12,-1.6,-346,-0.18,-2.41,856,0.46,5.96,1202,0.64,8.36
2011/3,-243,-0.13,-1.53,-196,-0.1,-1.23,1217,0.65,7.65,1413,0.75,8.88
2011/4,260,0.14,1.69,-60,-0.03,-0.39,1102,0.59,7.16,1162,0.62,7.55
2011/5,175,0.09,1.1,35,0.02,0.22,1143,0.61,7.18,1108,0.59,6.96
2011/6,1356,0.72,8.81,67,0.04,0.43,1188,0.63,7.71,1121,0.6,7.28
2011/7,767,0.41,4.82,67,0.04,0.42,1125,0.6,7.06,1058,0.56,6.64
2011/8,146,0.08,0.92,102,0.05,0.64,1178,0.63,7.4,1076,0.57,6.75
2011/9,394,0.21,2.56,208,0.11,1.35,1307,0.7,8.48,1099,0.59,7.13
2011/10,281,0.15,1.76,240,0.13,1.51,1293,0.69,8.11,1053,0.56,6.61
2011/11,394,0.21,2.55,275,0.15,1.78,1389,0.74,9.01,1114,0.59,7.22
