y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2008/1,-296,-0.41,-4.82,-28,-0.04,-0.46,565,0.78,9.19,593,0.82,9.65
2008/2,51,0.07,0.89,-49,-0.07,-0.85,530,0.73,9.22,579,0.8,10.07
2008/3,-49,-0.07,-0.8,-56,-0.08,-0.91,526,0.73,8.56,582,0.8,9.47
2008/4,113,0.16,1.9,-19,-0.03,-0.32,520,0.72,8.75,539,0.74,9.06
2008/5,-23,-0.03,-0.37,1,0,0.02,495,0.68,8.06,494,0.68,8.04
2008/6,-231,-0.32,-3.88,-24,-0.03,-0.4,487,0.67,8.19,511,0.7,8.59
2008/7,-243,-0.34,-3.96,-59,-0.08,-0.96,500,0.69,8.14,559,0.77,9.1
2008/8,-356,-0.49,-5.8,-63,-0.09,-1.03,427,0.59,6.96,490,0.68,7.98
2008/9,-304,-0.42,-5.12,36,0.05,0.61,538,0.74,9.06,502,0.69,8.45
2008/10,-23,-0.03,-0.37,80,0.11,1.3,590,0.81,9.62,510,0.7,8.31
2008/11,-73,-0.1,-1.23,187,0.26,3.15,676,0.93,11.39,489,0.68,8.24
2008/12,-564,-0.78,-9.19,-114,-0.16,-1.86,514,0.71,8.38,628,0.87,10.24
2009/1,26,0.04,0.42,-55,-0.08,-0.89,415,0.57,6.75,470,0.65,7.65
2009/2,-251,-0.35,-4.52,-194,-0.27,-3.5,480,0.66,8.65,674,0.93,12.14
2009/3,-175,-0.24,-2.85,50,0.07,0.81,620,0.86,10.09,570,0.79,9.28
2009/4,-303,-0.42,-5.1,-190,-0.26,-3.2,349,0.48,5.87,539,0.75,9.07
2009/5,67,0.09,1.09,-67,-0.09,-1.09,395,0.55,6.43,462,0.64,7.52
2009/6,27,0.04,0.45,-50,-0.07,-0.84,508,0.7,8.55,558,0.77,9.39
2009/7,46,0.06,0.75,-34,-0.05,-0.55,497,0.69,8.09,531,0.73,8.65
2009/8,-253,-0.35,-4.12,-16,-0.02,-0.26,469,0.65,7.64,485,0.67,7.9
2009/9,-251,-0.35,-4.22,-22,-0.03,-0.37,526,0.73,8.85,548,0.76,9.23
2009/10,224,0.31,3.65,33,0.05,0.54,548,0.76,8.93,515,0.71,8.39
2009/11,-54,-0.07,-0.91,6,0.01,0.1,515,0.71,8.67,509,0.7,8.57
2009/12,18,0.02,0.29,59,0.08,0.96,644,0.89,10.49,585,0.81,9.53
2010/1,-107,-0.15,-1.74,-180,-0.25,-2.93,432,0.6,7.04,612,0.85,9.97
2010/2,-73,-0.1,-1.32,-115,-0.16,-2.07,349,0.48,6.3,464,0.64,8.37
2010/3,-831,-1.15,-13.54,-116,-0.16,-1.89,471,0.65,7.68,587,0.81,9.57
2010/4,-663,-0.92,-11.18,-112,-0.16,-1.89,418,0.58,7.05,530,0.73,8.94
2010/5,-652,-0.9,-10.65,-80,-0.11,-1.31,379,0.53,6.19,459,0.64,7.5
2010/6,-1798,-2.5,-30.36,-103,-0.14,-1.74,387,0.54,6.54,490,0.68,8.29
2010/7,-440,-0.61,-7.21,-128,-0.18,-2.1,403,0.56,6.6,531,0.74,8.7
2010/8,-35,-0.05,-0.57,-113,-0.16,-1.85,427,0.59,7,540,0.75,8.85
2010/9,-142,-0.2,-2.41,-68,-0.09,-1.15,416,0.58,7.05,484,0.67,8.2
2010/10,-139,-0.19,-2.28,-87,-0.12,-1.43,413,0.58,6.77,500,0.7,8.2
2010/11,-152,-0.21,-2.58,-71,-0.1,-1.2,461,0.64,7.81,532,0.74,9.02
2010/12,-110,-0.15,-1.8,-49,-0.07,-0.8,501,0.7,8.22,550,0.77,9.02
2011/1,-522,-0.73,-8.56,-190,-0.26,-3.12,397,0.55,6.52,587,0.82,9.63
2011/2,-304,-0.42,-5.53,-125,-0.17,-2.27,358,0.5,6.51,483,0.67,8.78
2011/3,-370,-0.52,-6.08,-115,-0.16,-1.89,544,0.76,8.94,659,0.92,10.83
2011/4,-356,-0.5,-6.05,-147,-0.21,-2.5,441,0.62,7.49,588,0.82,9.99
2011/5,-331,-0.46,-5.44,-115,-0.16,-1.89,450,0.63,7.4,565,0.79,9.29
2011/6,-482,-0.67,-8.19,-60,-0.08,-1.02,443,0.62,7.53,503,0.7,8.55
2011/7,-412,-0.58,-6.78,-31,-0.04,-0.51,410,0.57,6.75,441,0.62,7.26
2011/8,-337,-0.47,-5.55,-122,-0.17,-2.01,452,0.63,7.45,574,0.8,9.46
2011/9,-294,-0.41,-5.01,-12,-0.02,-0.2,471,0.66,8.02,483,0.68,8.23
2011/10,-167,-0.23,-2.75,-23,-0.03,-0.38,481,0.67,7.93,504,0.71,8.31
2011/11,-322,-0.45,-5.49,-42,-0.06,-0.72,494,0.69,8.42,536,0.75,9.13
2011/12,-200,-0.28,-3.3,-54,-0.08,-0.89,501,0.7,8.27,555,0.78,9.16
2012/1,-261,-0.37,-4.32,-175,-0.25,-2.9,412,0.58,6.82,587,0.82,9.71
2012/2,-306,-0.43,-5.41,-169,-0.24,-2.99,486,0.68,8.6,655,0.92,11.59
2012/3,-242,-0.34,-4.01,-107,-0.15,-1.77,516,0.72,8.55,623,0.87,10.32
2012/4,-218,-0.31,-3.73,-85,-0.12,-1.46,436,0.61,7.46,521,0.73,8.92
2012/5,-427,-0.6,-7.08,-93,-0.13,-1.54,499,0.7,8.27,592,0.83,9.81
2012/6,-215,-0.3,-3.68,-2,-0,-0.03,504,0.71,8.64,506,0.71,8.67
2012/7,-349,-0.49,-5.79,-82,-0.12,-1.36,487,0.68,8.08,569,0.8,9.44
2012/8,-144,-0.2,-2.39,26,0.04,0.43,533,0.75,8.84,507,0.71,8.41
2012/9,-353,-0.5,-6.05,-72,-0.1,-1.24,424,0.6,7.27,496,0.7,8.51
2012/10,142,0.2,2.36,159,0.22,2.64,698,0.98,11.59,539,0.76,8.95
2012/11,-183,-0.26,-3.14,5,0.01,0.09,573,0.81,9.83,568,0.8,9.75
2012/12,-9,-0.01,-0.15,82,0.12,1.36,599,0.84,9.95,517,0.73,8.59
2013/1,-162,-0.23,-2.68,-74,-0.1,-1.23,588,0.83,9.74,662,0.93,10.96
2013/2,-255,-0.36,-4.68,-108,-0.15,-1.98,398,0.56,7.3,506,0.71,9.28
2013/3,-305,-0.43,-5.05,-163,-0.23,-2.7,427,0.6,7.08,590,0.83,9.78
