y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2008/1,-20,-0.7,-8.25,-19,-0.66,-7.84,11,0.38,4.54,30,1.05,12.37
2008/2,24,0.84,10.59,-4,-0.14,-1.76,13,0.45,5.73,17,0.59,7.49
2008/3,-7,-0.24,-2.89,-9,-0.31,-3.71,11,0.38,4.54,20,0.7,8.25
2008/4,18,0.63,7.67,-1,-0.03,-0.43,16,0.56,6.82,17,0.59,7.24
2008/5,-83,-2.9,-34.2,-5,-0.17,-2.06,10,0.35,4.13,15,0.52,6.19
2008/6,-56,-1.96,-23.92,-6,-0.21,-2.56,14,0.49,5.98,20,0.7,8.55
2008/7,-84,-2.95,-34.78,-8,-0.28,-3.32,13,0.46,5.39,21,0.74,8.71
2008/8,-105,-3.69,-43.61,-14,-0.49,-5.83,8,0.28,3.33,22,0.78,9.15
2008/9,-49,-1.73,-21.11,6,0.21,2.59,24,0.85,10.35,18,0.64,7.76
2008/10,-92,-3.25,-38.42,-7,-0.25,-2.93,13,0.46,5.44,20,0.71,8.37
2008/11,-75,-2.66,-32.47,1,0.04,0.43,19,0.68,8.24,18,0.64,7.8
2008/12,-39,-1.39,-16.38,-4,-0.14,-1.68,10,0.36,4.2,14,0.5,5.89
2009/1,-49,-1.75,-20.56,-15,-0.53,-6.3,5,0.18,2.1,20,0.71,8.4
2009/2,-28,-1,-13.03,-15,-0.54,-6.98,12,0.43,5.59,27,0.96,12.57
2009/3,31,1.11,13.04,-3,-0.11,-1.26,13,0.46,5.47,16,0.57,6.73
2009/4,-14,-0.5,-6.08,-19,-0.68,-8.25,5,0.18,2.17,24,0.86,10.42
2009/5,-44,-1.57,-18.5,-13,-0.46,-5.47,10,0.36,4.21,23,0.82,9.68
2009/6,-16,-0.57,-6.96,-11,-0.39,-4.79,13,0.47,5.66,24,0.86,10.45
2009/7,-59,-2.11,-24.86,-3,-0.11,-1.27,15,0.54,6.33,18,0.64,7.59
2009/8,-82,-2.94,-34.62,-14,-0.5,-5.92,11,0.4,4.65,25,0.9,10.57
2009/9,-57,-2.05,-24.94,-14,-0.5,-6.13,11,0.4,4.82,25,0.9,10.95
2009/10,-51,-1.84,-21.64,-3,-0.11,-1.27,13,0.47,5.52,16,0.58,6.8
2009/11,-10,-0.36,-4.39,-3,-0.11,-1.32,14,0.51,6.15,17,0.61,7.47
2009/12,-37,-1.34,-15.73,-14,-0.51,-5.96,11,0.4,4.68,25,0.9,10.64
2010/1,10,0.36,4.26,-7,-0.25,-2.98,15,0.54,6.39,22,0.8,9.37
2010/2,27,0.98,12.72,-6,-0.22,-2.83,12,0.43,5.65,18,0.65,8.48
2010/3,36,1.3,15.31,-9,-0.32,-3.82,11,0.4,4.67,20,0.72,8.5
2010/4,-29,-1.05,-12.73,-5,-0.18,-2.2,15,0.54,6.59,20,0.72,8.78
2010/5,-17,-0.61,-7.23,-6,-0.22,-2.55,12,0.43,5.1,18,0.65,7.65
2010/6,-30,-1.08,-13.19,-19,-0.69,-8.36,6,0.22,2.64,25,0.9,11
2010/7,-43,-1.56,-18.31,-10,-0.36,-4.26,18,0.65,7.67,28,1.01,11.93
2010/8,-54,-1.96,-23.03,-16,-0.58,-6.83,9,0.33,3.84,25,0.91,10.67
2010/9,-44,-1.6,-19.43,-7,-0.25,-3.09,16,0.58,7.07,23,0.84,10.17
2010/10,-59,-2.14,-25.25,-5,-0.18,-2.14,14,0.51,6,19,0.69,8.14
2010/11,-14,-0.51,-6.21,-13,-0.47,-5.76,14,0.51,6.21,27,0.98,11.97
