y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2008/1,35,0.28,3.28,9,0.07,0.84,88,0.7,8.24,79,0.63,7.39
2008/2,4,0.03,0.4,7,0.06,0.7,72,0.57,7.2,65,0.52,6.5
2008/3,34,0.27,3.18,12,0.1,1.12,90,0.71,8.42,78,0.62,7.3
2008/4,-45,-0.36,-4.35,-8,-0.06,-0.77,76,0.6,7.35,84,0.67,8.12
2008/5,-66,-0.52,-6.18,8,0.06,0.75,81,0.64,7.58,73,0.58,6.83
2008/6,-12,-0.1,-1.16,15,0.12,1.45,83,0.66,8.03,68,0.54,6.58
2008/7,-297,-2.36,-27.81,-11,-0.09,-1.03,70,0.56,6.56,81,0.64,7.59
2008/8,-311,-2.47,-29.19,-2,-0.02,-0.19,71,0.57,6.67,73,0.58,6.86
2008/9,-359,-2.86,-34.91,-6,-0.05,-0.58,69,0.55,6.72,75,0.6,7.3
2008/10,-163,-1.3,-15.38,13,0.1,1.23,90,0.72,8.5,77,0.62,7.27
2008/11,-188,-1.5,-18.36,11,0.09,1.07,95,0.76,9.28,84,0.67,8.21
2008/12,-107,-0.86,-10.13,-17,-0.14,-1.61,74,0.59,7.01,91,0.73,8.62
2009/1,71,0.57,6.71,15,0.12,1.42,73,0.59,6.89,58,0.47,5.48
2009/2,-168,-1.35,-17.56,-10,-0.08,-1.05,94,0.75,9.83,104,0.83,10.88
2009/3,-90,-0.72,-8.51,16,0.13,1.51,91,0.73,8.61,75,0.6,7.09
2009/4,-104,-0.84,-10.17,-11,-0.09,-1.08,58,0.47,5.67,69,0.55,6.75
2009/5,41,0.33,3.88,-4,-0.03,-0.38,58,0.47,5.49,62,0.5,5.87
2009/6,-116,-0.93,-11.34,-19,-0.15,-1.86,67,0.54,6.56,86,0.69,8.41
2009/7,-217,-1.75,-20.56,4,0.03,0.38,84,0.68,7.96,80,0.64,7.59
2009/8,-255,-2.06,-24.2,-11,-0.09,-1.04,75,0.61,7.12,86,0.69,8.17
2009/9,-253,-2.04,-24.86,27,0.22,2.66,85,0.69,8.36,58,0.47,5.71
2009/10,-52,-0.42,-4.96,10,0.08,0.95,81,0.66,7.72,71,0.57,6.77
2009/11,-56,-0.45,-5.52,35,0.28,3.45,92,0.75,9.06,57,0.46,5.62
2009/12,-55,-0.45,-5.25,10,0.08,0.95,97,0.79,9.25,87,0.7,8.3
2010/1,64,0.52,6.11,13,0.11,1.24,88,0.71,8.39,75,0.61,7.15
2010/2,-75,-0.61,-7.92,3,0.02,0.32,71,0.58,7.5,68,0.55,7.18
2010/3,83,0.67,7.92,7,0.06,0.67,89,0.72,8.49,82,0.66,7.82
2010/4,28,0.23,2.76,-7,-0.06,-0.69,62,0.5,6.11,69,0.56,6.8
2010/5,186,1.51,17.73,10,0.08,0.95,77,0.62,7.34,67,0.54,6.38
2010/6,-103,-0.83,-10.13,-2,-0.02,-0.2,72,0.58,7.09,74,0.6,7.28
2010/7,29,0.23,2.76,-11,-0.09,-1.05,60,0.49,5.72,71,0.57,6.76
2010/8,158,1.28,15.05,15,0.12,1.43,85,0.69,8.09,70,0.57,6.66
2010/9,256,2.07,25.17,41,0.33,4.03,94,0.76,9.23,53,0.43,5.2
2010/10,225,1.81,21.36,10,0.08,0.95,67,0.54,6.35,57,0.46,5.41
2010/11,169,1.36,16.55,20,0.16,1.96,95,0.76,9.3,75,0.6,7.34
