y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2008/1,116,0.95,11.18,2,0.02,0.19,83,0.68,7.99,81,0.66,7.8
2008/2,218,1.78,22.43,28,0.23,2.88,98,0.8,10.07,70,0.57,7.2
2008/3,218,1.77,20.94,-2,-0.02,-0.19,87,0.71,8.35,89,0.72,8.54
2008/4,247,2.01,24.48,16,0.13,1.58,83,0.67,8.22,67,0.54,6.63
2008/5,247,2,23.64,-3,-0.02,-0.29,76,0.62,7.27,79,0.64,7.55
2008/6,208,1.68,20.53,31,0.25,3.06,81,0.65,7.99,50,0.4,4.93
2008/7,222,1.79,21.17,27,0.22,2.57,86,0.69,8.19,59,0.48,5.62
2008/8,259,2.09,24.65,27,0.22,2.57,86,0.69,8.18,59,0.48,5.61
2008/9,395,3.18,38.77,25,0.2,2.45,96,0.77,9.41,71,0.57,6.96
2008/10,257,2.06,24.34,34,0.27,3.22,103,0.83,9.74,69,0.55,6.53
2008/11,410,3.28,40.04,63,0.5,6.14,119,0.95,11.6,56,0.45,5.46
2008/12,293,2.34,27.6,14,0.11,1.32,81,0.65,7.62,67,0.53,6.3
2009/1,149,1.19,13.96,36,0.29,3.37,77,0.61,7.21,41,0.33,3.84
2009/2,406,3.23,42.07,4,0.03,0.41,97,0.77,10.04,93,0.74,9.62
2009/3,351,2.78,32.75,59,0.47,5.5,113,0.89,10.53,54,0.43,5.03
2009/4,280,2.21,26.92,13,0.1,1.25,62,0.49,5.95,49,0.39,4.71
2009/5,191,1.51,17.73,22,0.17,2.04,85,0.67,7.89,63,0.5,5.84
2009/6,364,2.87,34.87,28,0.22,2.68,84,0.66,8.03,56,0.44,5.36
2009/7,414,3.25,38.27,51,0.4,4.71,100,0.78,9.23,49,0.38,4.52
2009/8,325,2.54,29.94,13,0.1,1.2,87,0.68,8.01,74,0.58,6.81
2009/9,478,3.73,45.39,18,0.14,1.71,92,0.72,8.72,74,0.58,7.01
2009/10,254,1.98,23.26,34,0.26,3.11,101,0.78,9.24,67,0.52,6.13
2009/11,295,2.29,27.85,30,0.23,2.83,102,0.79,9.62,72,0.56,6.79
2009/12,373,2.89,34.01,16,0.12,1.46,84,0.65,7.65,68,0.53,6.19
2010/1,194,1.5,17.64,30,0.23,2.73,109,0.84,9.9,79,0.61,7.18
2010/2,149,1.15,14.97,15,0.12,1.51,73,0.56,7.33,58,0.45,5.83
2010/3,184,1.42,16.68,25,0.19,2.27,111,0.85,10.06,86,0.66,7.79
2010/4,247,1.9,23.11,15,0.12,1.4,84,0.65,7.85,69,0.53,6.45
2010/5,85,0.65,7.68,23,0.18,2.08,70,0.54,6.32,47,0.36,4.25
2010/6,175,1.34,16.33,34,0.26,3.17,90,0.69,8.39,56,0.43,5.22
2010/7,174,1.33,15.69,10,0.08,0.9,74,0.57,6.67,64,0.49,5.77
2010/8,347,2.65,31.25,9,0.07,0.81,96,0.73,8.63,87,0.66,7.83
2010/9,222,1.69,20.61,12,0.09,1.11,89,0.68,8.25,77,0.59,7.14
2010/10,125,0.95,11.21,23,0.18,2.06,94,0.72,8.43,71,0.54,6.36
2010/11,155,1.18,14.35,53,0.4,4.9,114,0.87,10.55,61,0.46,5.64
