y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2008/1,-200,-0.56,-6.61,63,0.18,2.08,206,0.58,6.81,143,0.4,4.73
2008/2,-91,-0.25,-3.22,37,0.1,1.31,193,0.54,6.83,156,0.44,5.52
2008/3,-6,-0.02,-0.2,55,0.15,1.82,228,0.64,7.54,173,0.48,5.72
2008/4,-44,-0.12,-1.5,44,0.12,1.5,194,0.54,6.63,150,0.42,5.13
2008/5,-30,-0.08,-0.99,56,0.16,1.85,200,0.56,6.62,144,0.4,4.77
2008/6,7,0.02,0.24,17,0.05,0.58,158,0.44,5.4,141,0.4,4.82
2008/7,-104,-0.29,-3.44,30,0.08,0.99,187,0.52,6.19,157,0.44,5.2
2008/8,-180,-0.5,-5.96,38,0.11,1.26,177,0.5,5.86,139,0.39,4.6
2008/9,-417,-1.17,-14.27,34,0.1,1.16,197,0.55,6.75,163,0.46,5.58
2008/10,-89,-0.25,-2.95,95,0.27,3.15,249,0.7,8.26,154,0.43,5.11
2008/11,6,0.02,0.21,132,0.37,4.52,265,0.74,9.08,133,0.37,4.56
2008/12,-21,-0.06,-0.7,36,0.1,1.19,216,0.61,7.16,180,0.51,5.97
2009/1,6,0.02,0.2,49,0.14,1.62,170,0.48,5.62,121,0.34,4
2009/2,-13,-0.04,-0.48,-18,-0.05,-0.66,206,0.58,7.54,224,0.63,8.2
2009/3,-21,-0.06,-0.69,127,0.36,4.2,264,0.74,8.73,137,0.38,4.53
2009/4,-256,-0.72,-8.75,-9,-0.03,-0.31,148,0.42,5.06,157,0.44,5.37
2009/5,12,0.03,0.4,39,0.11,1.29,166,0.47,5.5,127,0.36,4.2
2009/6,-32,-0.09,-1.09,42,0.12,1.44,199,0.56,6.81,157,0.44,5.37
2009/7,-109,-0.31,-3.61,103,0.29,3.41,238,0.67,7.88,135,0.38,4.47
2009/8,-58,-0.16,-1.92,20,0.06,0.66,159,0.45,5.27,139,0.39,4.6
2009/9,-208,-0.59,-7.12,101,0.28,3.46,238,0.67,8.15,137,0.39,4.69
2009/10,-45,-0.13,-1.49,103,0.29,3.41,232,0.65,7.69,129,0.36,4.28
2009/11,29,0.08,0.99,87,0.24,2.98,224,0.63,7.67,137,0.39,4.69
2009/12,-135,-0.38,-4.47,84,0.24,2.78,230,0.65,7.62,146,0.41,4.84
2010/1,55,0.15,1.82,54,0.15,1.79,216,0.61,7.16,162,0.46,5.37
2010/2,-137,-0.39,-5.03,32,0.09,1.17,166,0.47,6.09,134,0.38,4.92
2010/3,-77,-0.22,-2.55,14,0.04,0.46,210,0.59,6.97,196,0.55,6.5
2010/4,-107,-0.3,-3.67,6,0.02,0.21,168,0.47,5.76,162,0.46,5.55
2010/5,-141,-0.4,-4.68,52,0.15,1.73,194,0.55,6.44,142,0.4,4.71
2010/6,-337,-0.95,-11.56,39,0.11,1.34,169,0.48,5.8,130,0.37,4.46
2010/7,73,0.21,2.43,21,0.06,0.7,175,0.49,5.81,154,0.43,5.12
2010/8,-106,-0.3,-3.52,32,0.09,1.06,200,0.56,6.65,168,0.47,5.58
2010/9,-173,-0.49,-5.94,14,0.04,0.48,181,0.51,6.22,167,0.47,5.74
2010/10,14,0.04,0.47,50,0.14,1.66,198,0.56,6.58,148,0.42,4.92
2010/11,30,0.08,1.03,65,0.18,2.23,229,0.65,7.87,164,0.46,5.63
