y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2008/1,162,0.96,11.34,55,0.33,3.85,120,0.71,8.39,65,0.39,4.55
2008/2,156,0.92,11.66,31,0.18,2.32,108,0.64,8.07,77,0.46,5.75
2008/3,117,0.69,8.17,6,0.04,0.42,88,0.52,6.14,82,0.48,5.73
2008/4,224,1.32,16.15,49,0.29,3.53,125,0.74,9.01,76,0.45,5.48
2008/5,131,0.77,9.13,25,0.15,1.74,98,0.58,6.83,73,0.43,5.09
2008/6,186,1.1,13.39,29,0.17,2.09,98,0.58,7.05,69,0.41,4.96
2008/7,164,0.97,11.41,40,0.24,2.78,119,0.7,8.27,79,0.47,5.49
2008/8,117,0.69,8.13,9,0.05,0.63,93,0.55,6.46,84,0.49,5.84
2008/9,172,1.01,12.34,47,0.28,3.37,119,0.7,8.54,72,0.42,5.16
2008/10,124,0.73,8.6,40,0.23,2.77,124,0.73,8.6,84,0.49,5.83
2008/11,71,0.42,5.09,68,0.4,4.87,132,0.78,9.46,64,0.38,4.58
2008/12,64,0.38,4.44,29,0.17,2.01,112,0.66,7.76,83,0.49,5.75
2009/1,124,0.73,8.57,16,0.09,1.11,92,0.54,6.35,76,0.45,5.25
2009/2,162,0.95,12.38,31,0.18,2.37,128,0.75,9.78,97,0.57,7.41
2009/3,128,0.75,8.83,60,0.35,4.14,132,0.77,9.1,72,0.42,4.96
2009/4,47,0.28,3.35,-23,-0.13,-1.64,68,0.4,4.84,91,0.53,6.48
2009/5,-27,-0.16,-1.86,10,0.06,0.69,83,0.49,5.72,73,0.43,5.03
2009/6,44,0.26,3.13,23,0.13,1.64,100,0.59,7.12,77,0.45,5.48
2009/7,192,1.12,13.23,52,0.3,3.58,139,0.81,9.57,87,0.51,5.99
2009/8,118,0.69,8.12,35,0.2,2.41,108,0.63,7.43,73,0.43,5.02
2009/9,199,1.16,14.14,56,0.33,3.98,124,0.72,8.81,68,0.4,4.83
2009/10,138,0.81,9.48,59,0.34,4.05,132,0.77,9.06,73,0.43,5.01
2009/11,180,1.05,12.77,59,0.34,4.18,119,0.69,8.44,60,0.35,4.25
2009/12,185,1.08,12.68,52,0.3,3.56,131,0.76,8.98,79,0.46,5.41
2010/1,90,0.52,6.16,29,0.17,1.99,91,0.53,6.23,62,0.36,4.25
2010/2,116,0.67,8.79,18,0.1,1.36,88,0.51,6.67,70,0.41,5.3
2010/3,82,0.48,5.61,19,0.11,1.3,111,0.64,7.59,92,0.53,6.29
2010/4,152,0.88,10.74,23,0.13,1.62,100,0.58,7.06,77,0.45,5.44
2010/5,-32,-0.19,-2.19,25,0.15,1.71,98,0.57,6.7,73,0.42,4.99
2010/6,20,0.12,1.41,47,0.27,3.32,112,0.65,7.91,65,0.38,4.59
2010/7,201,1.17,13.73,38,0.22,2.59,110,0.64,7.51,72,0.42,4.92
2010/8,171,0.99,11.67,30,0.17,2.05,104,0.6,7.09,74,0.43,5.05
2010/9,94,0.54,6.62,52,0.3,3.66,122,0.71,8.59,70,0.41,4.93
2010/10,52,0.3,3.54,33,0.19,2.25,115,0.67,7.83,82,0.47,5.59
2010/11,67,0.39,4.72,64,0.37,4.5,133,0.77,9.36,69,0.4,4.86
