y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2008/1,-13,-0.05,-0.61,45,0.18,2.13,179,0.72,8.45,134,0.54,6.33
2008/2,67,0.27,3.38,40,0.16,2.02,160,0.64,8.08,120,0.48,6.06
2008/3,102,0.41,4.82,-3,-0.01,-0.14,161,0.64,7.6,164,0.66,7.74
2008/4,-116,-0.46,-5.66,22,0.09,1.07,160,0.64,7.81,138,0.55,6.73
2008/5,-146,-0.58,-6.89,0,0,0,140,0.56,6.61,140,0.56,6.61
2008/6,51,0.2,2.49,40,0.16,1.95,160,0.64,7.81,120,0.48,5.86
2008/7,61,0.24,2.88,43,0.17,2.03,173,0.69,8.17,130,0.52,6.14
2008/8,-173,-0.69,-8.17,32,0.13,1.51,153,0.61,7.23,121,0.48,5.72
2008/9,-85,-0.34,-4.15,58,0.23,2.83,165,0.66,8.06,107,0.43,5.23
2008/10,64,0.26,3.03,75,0.3,3.55,207,0.83,9.79,132,0.53,6.24
2008/11,-76,-0.3,-3.71,67,0.27,3.27,189,0.76,9.23,122,0.49,5.96
2008/12,40,0.16,1.89,24,0.1,1.13,177,0.71,8.37,153,0.61,7.23
2009/1,-56,-0.22,-2.64,27,0.11,1.27,132,0.53,6.22,105,0.42,4.95
2009/2,-264,-1.06,-13.78,23,0.09,1.2,186,0.75,9.72,163,0.65,8.51
2009/3,-113,-0.45,-5.33,79,0.32,3.73,213,0.85,10.06,134,0.54,6.33
2009/4,-133,-0.53,-6.49,-28,-0.11,-1.37,101,0.41,4.93,129,0.52,6.3
2009/5,-48,-0.19,-2.27,28,0.11,1.32,121,0.49,5.72,93,0.37,4.39
2009/6,-116,-0.47,-5.66,3,0.01,0.15,142,0.57,6.94,139,0.56,6.79
2009/7,-25,-0.1,-1.18,56,0.22,2.65,158,0.63,7.47,102,0.41,4.82
2009/8,-316,-1.27,-14.94,29,0.12,1.37,129,0.52,6.1,100,0.4,4.73
2009/9,-393,-1.58,-19.23,51,0.21,2.5,181,0.73,8.86,130,0.52,6.37
2009/10,-70,-0.28,-3.32,38,0.15,1.8,167,0.67,7.92,129,0.52,6.12
2009/11,-96,-0.39,-4.71,81,0.33,3.97,198,0.8,9.71,117,0.47,5.74
2009/12,-75,-0.3,-3.56,66,0.27,3.13,190,0.77,9.02,124,0.5,5.89
2010/1,-132,-0.53,-6.27,11,0.04,0.52,158,0.64,7.5,147,0.59,6.98
2010/2,-150,-0.61,-7.89,1,0,0.05,114,0.46,6,113,0.46,5.94
2010/3,-162,-0.65,-7.7,13,0.05,0.62,155,0.63,7.37,142,0.57,6.75
2010/4,38,0.15,1.87,17,0.07,0.84,135,0.55,6.63,118,0.48,5.8
2010/5,116,0.47,5.52,0,0,0,116,0.47,5.51,116,0.47,5.51
2010/6,-84,-0.34,-4.13,24,0.1,1.18,136,0.55,6.68,112,0.45,5.5
2010/7,226,0.91,10.74,20,0.08,0.95,139,0.56,6.6,119,0.48,5.65
2010/8,-34,-0.14,-1.61,15,0.06,0.71,134,0.54,6.36,119,0.48,5.65
2010/9,381,1.54,18.7,52,0.21,2.55,176,0.71,8.63,124,0.5,6.08
2010/10,310,1.25,14.7,51,0.21,2.42,149,0.6,7.06,98,0.39,4.65
2010/11,242,0.97,11.85,69,0.28,3.38,183,0.74,8.95,114,0.46,5.58
