y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2008/1,364,3.98,46.97,67,0.73,8.63,108,1.18,13.91,41,0.45,5.28
2008/2,160,1.74,21.98,46,0.5,6.31,78,0.85,10.71,32,0.35,4.39
2008/3,284,3.09,36.44,33,0.36,4.23,80,0.87,10.25,47,0.51,6.02
2008/4,453,4.91,59.88,25,0.27,3.3,76,0.82,10.02,51,0.55,6.72
2008/5,282,3.04,35.9,42,0.45,5.34,86,0.93,10.93,44,0.47,5.59
2008/6,130,1.4,17.05,30,0.32,3.93,62,0.67,8.12,32,0.34,4.19
2008/7,47,0.5,5.96,60,0.64,7.6,90,0.97,11.4,30,0.32,3.8
2008/8,139,1.49,17.61,47,0.5,5.95,76,0.81,9.62,29,0.31,3.67
2008/9,99,1.06,12.94,42,0.45,5.49,76,0.81,9.93,34,0.36,4.44
2008/10,115,1.23,14.53,41,0.44,5.18,82,0.88,10.35,41,0.44,5.18
2008/11,349,3.73,45.51,118,1.26,15.36,143,1.53,18.61,25,0.27,3.25
2008/12,410,4.37,51.54,71,0.75,8.91,117,1.24,14.68,46,0.49,5.77
2009/1,266,2.82,33.2,35,0.37,4.36,75,0.79,9.35,40,0.42,4.99
2009/2,732,7.74,100.88,38,0.4,5.22,83,0.87,11.39,45,0.47,6.18
2009/3,702,7.36,86.71,90,0.94,11.08,128,1.34,15.75,38,0.4,4.68
2009/4,1202,12.52,152.3,16,0.17,2.01,70,0.72,8.81,54,0.56,6.8
2009/5,686,7.06,83.07,39,0.4,4.71,77,0.79,9.29,38,0.39,4.59
2009/6,1356,13.85,168.5,55,0.56,6.79,100,1.01,12.34,45,0.46,5.55
2009/7,1123,11.31,133.2,46,0.46,5.43,96,0.96,11.32,50,0.5,5.9
2009/8,729,7.26,85.5,51,0.51,5.96,86,0.85,10.05,35,0.35,4.09
2009/9,651,6.44,78.33,65,0.64,7.8,106,1.04,12.71,41,0.4,4.92
2009/10,720,7.07,83.3,66,0.65,7.61,108,1.06,12.45,42,0.41,4.84
2009/11,514,5.02,61.02,64,0.62,7.58,103,1,12.2,39,0.38,4.62
2009/12,716,6.95,81.84,75,0.73,8.54,125,1.21,14.24,50,0.48,5.7
2010/1,485,4.68,55.06,56,0.54,6.34,93,0.89,10.53,37,0.36,4.19
2010/2,311,2.98,38.9,56,0.54,6.99,86,0.82,10.74,30,0.29,3.75
2010/3,199,1.9,22.42,47,0.45,5.29,111,1.06,12.49,64,0.61,7.2
2010/4,204,1.95,23.7,54,0.52,6.27,97,0.93,11.26,43,0.41,4.99
2010/5,102,0.97,11.45,56,0.53,6.28,95,0.91,10.66,39,0.37,4.37
2010/6,51,0.49,5.91,31,0.3,3.59,74,0.7,8.57,43,0.41,4.98
2010/7,261,2.48,29.25,54,0.51,6.04,85,0.81,9.51,31,0.29,3.47
2010/8,397,3.77,44.38,52,0.49,5.8,101,0.96,11.27,49,0.46,5.47
2010/9,316,2.99,36.36,35,0.33,4.02,81,0.76,9.31,46,0.43,5.29
2010/10,505,4.76,56.07,49,0.46,5.43,99,0.93,10.97,50,0.47,5.54
2010/11,372,3.49,42.48,66,0.62,7.52,113,1.06,12.88,47,0.44,5.36
2010/12,383,3.58,42.17,67,0.63,7.36,117,1.09,12.86,50,0.47,5.5
2011/1,384,3.58,42.13,49,0.46,5.37,97,0.9,10.62,48,0.45,5.26
2011/2,214,1.99,25.9,10,0.09,1.21,71,0.66,8.59,61,0.57,7.38
2011/3,250,2.32,27.28,68,0.63,7.41,139,1.29,15.15,71,0.66,7.74
2011/4,476,4.4,53.55,42,0.39,4.71,91,0.84,10.21,49,0.45,5.5
2011/5,637,5.86,69.04,64,0.59,6.92,104,0.95,11.24,40,0.37,4.32
2011/6,432,3.95,48.1,59,0.54,6.56,108,0.99,12,49,0.45,5.45
2011/7,538,4.9,57.74,54,0.49,5.78,115,1.05,12.31,61,0.55,6.53
2011/8,865,7.85,92.39,58,0.52,6.17,100,0.9,10.64,42,0.38,4.47
2011/9,1018,9.16,111.48,86,0.77,9.37,136,1.22,14.83,50,0.45,5.45
2011/10,789,7.04,82.85,44,0.39,4.6,97,0.86,10.15,53,0.47,5.55
2011/11,533,4.72,57.43,68,0.6,7.31,113,1,12.15,45,0.4,4.84
2011/12,545,4.8,56.56,85,0.75,8.8,115,1.01,11.91,30,0.26,3.11
2012/1,682,5.98,70.64,46,0.4,4.75,102,0.89,10.53,56,0.49,5.78
2012/2,898,7.83,98.83,71,0.62,7.78,122,1.06,13.37,51,0.44,5.59
2012/3,920,7.96,93.99,68,0.59,6.92,130,1.12,13.23,62,0.53,6.31
