y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2008/1,116,0.4,4.77,71,0.25,2.92,214,0.75,8.8,143,0.5,5.88
2008/2,96,0.33,4.22,32,0.11,1.41,188,0.65,8.26,156,0.54,6.85
2008/3,-83,-0.29,-3.41,28,0.1,1.15,194,0.68,7.97,166,0.58,6.82
2008/4,-156,-0.54,-6.63,40,0.14,1.7,169,0.59,7.18,129,0.45,5.48
2008/5,-95,-0.33,-3.91,29,0.1,1.19,183,0.64,7.53,154,0.54,6.34
2008/6,21,0.07,0.89,31,0.11,1.32,162,0.56,6.89,131,0.46,5.57
2008/7,-205,-0.71,-8.43,31,0.11,1.28,159,0.55,6.54,128,0.45,5.27
2008/8,-248,-0.86,-10.21,28,0.1,1.15,164,0.57,6.76,136,0.47,5.6
2008/9,-451,-1.57,-19.21,50,0.17,2.13,183,0.64,7.8,133,0.46,5.67
2008/10,-8,-0.03,-0.33,41,0.14,1.69,192,0.67,7.92,151,0.53,6.23
2008/11,-90,-0.31,-3.84,96,0.34,4.1,215,0.75,9.17,119,0.42,5.08
2008/12,120,0.42,4.95,51,0.18,2.11,182,0.64,7.51,131,0.46,5.41
2009/1,-151,-0.53,-6.22,43,0.15,1.77,142,0.5,5.85,99,0.35,4.08
2009/2,-354,-1.24,-16.14,5,0.02,0.23,176,0.62,8.03,171,0.6,7.8
2009/3,-101,-0.35,-4.16,103,0.36,4.25,262,0.92,10.8,159,0.56,6.56
2009/4,-281,-0.98,-11.98,-35,-0.12,-1.49,116,0.41,4.95,151,0.53,6.44
2009/5,-200,-0.7,-8.26,16,0.06,0.66,127,0.45,5.25,111,0.39,4.58
2009/6,-13,-0.05,-0.56,43,0.15,1.84,183,0.64,7.81,140,0.49,5.98
2009/7,-151,-0.53,-6.24,34,0.12,1.41,181,0.64,7.48,147,0.52,6.08
2009/8,-373,-1.31,-15.42,-11,-0.04,-0.46,127,0.45,5.25,138,0.48,5.71
2009/9,-560,-1.97,-23.95,11,0.04,0.47,158,0.56,6.76,147,0.52,6.29
2009/10,-44,-0.15,-1.82,69,0.24,2.86,196,0.69,8.13,127,0.45,5.27
2009/11,9,0.03,0.39,106,0.37,4.54,210,0.74,9,104,0.37,4.46
2009/12,9,0.03,0.37,31,0.11,1.29,188,0.66,7.8,157,0.55,6.51
2010/1,-131,-0.46,-5.43,45,0.16,1.87,172,0.61,7.14,127,0.45,5.27
2010/2,-123,-0.43,-5.65,10,0.04,0.46,123,0.43,5.65,113,0.4,5.19
2010/3,-140,-0.49,-5.81,27,0.1,1.12,175,0.62,7.27,148,0.52,6.15
2010/4,-181,-0.64,-7.77,-10,-0.04,-0.43,142,0.5,6.1,152,0.54,6.53
2010/5,-109,-0.38,-4.53,16,0.06,0.67,130,0.46,5.4,114,0.4,4.74
2010/6,-203,-0.72,-8.72,23,0.08,0.99,171,0.6,7.35,148,0.52,6.36
2010/7,343,1.21,14.27,-13,-0.05,-0.54,139,0.49,5.78,152,0.54,6.32
2010/8,-19,-0.07,-0.79,25,0.09,1.04,152,0.54,6.32,127,0.45,5.28
2010/9,436,1.54,18.73,63,0.22,2.7,176,0.62,7.55,113,0.4,4.85
2010/10,359,1.27,14.9,50,0.18,2.07,189,0.67,7.84,139,0.49,5.76
2010/11,282,0.99,12.08,39,0.14,1.67,166,0.58,7.11,127,0.45,5.44
