y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2008/1,-46,-0.24,-2.89,32,0.17,2.01,119,0.63,7.47,87,0.46,5.46
2008/2,41,0.22,2.75,-20,-0.11,-1.34,87,0.46,5.84,107,0.57,7.18
2008/3,13,0.07,0.82,-9,-0.05,-0.57,104,0.55,6.53,113,0.6,7.1
2008/4,-106,-0.56,-6.88,-22,-0.12,-1.43,87,0.46,5.65,109,0.58,7.07
2008/5,-151,-0.8,-9.49,-3,-0.02,-0.19,79,0.42,4.97,82,0.44,5.15
2008/6,-171,-0.91,-11.11,0,0,0,89,0.47,5.79,89,0.47,5.79
2008/7,-186,-0.99,-11.71,-10,-0.05,-0.63,91,0.49,5.73,101,0.54,6.36
2008/8,-95,-0.51,-5.98,-28,-0.15,-1.76,82,0.44,5.17,110,0.59,6.93
2008/9,-334,-1.78,-21.75,-9,-0.05,-0.59,80,0.43,5.22,89,0.48,5.8
2008/10,-40,-0.21,-2.53,10,0.05,0.63,115,0.62,7.26,105,0.56,6.63
2008/11,-155,-0.83,-10.12,52,0.28,3.39,128,0.68,8.36,76,0.41,4.96
2008/12,-25,-0.13,-1.58,7,0.04,0.44,104,0.56,6.57,97,0.52,6.13
2009/1,-92,-0.49,-5.8,18,0.1,1.14,88,0.47,5.55,70,0.37,4.41
2009/2,-269,-1.44,-18.78,-47,-0.25,-3.28,97,0.52,6.78,144,0.77,10.06
2009/3,-164,-0.88,-10.36,16,0.09,1.01,118,0.63,7.46,102,0.55,6.45
2009/4,-24,-0.13,-1.57,-7,-0.04,-0.46,70,0.38,4.57,77,0.41,5.03
2009/5,-146,-0.78,-9.23,-11,-0.06,-0.7,63,0.34,3.98,74,0.4,4.68
2009/6,-204,-1.1,-13.34,-36,-0.19,-2.36,97,0.52,6.35,133,0.72,8.7
2009/7,-106,-0.57,-6.71,-20,-0.11,-1.27,80,0.43,5.07,100,0.54,6.34
2009/8,-210,-1.13,-13.31,-17,-0.09,-1.08,97,0.52,6.15,114,0.61,7.23
2009/9,-340,-1.83,-22.29,-7,-0.04,-0.46,82,0.44,5.38,89,0.48,5.84
2009/10,-5,-0.03,-0.32,-8,-0.04,-0.51,91,0.49,5.79,99,0.53,6.29
2009/11,-98,-0.53,-6.44,-11,-0.06,-0.72,92,0.5,6.05,103,0.56,6.77
2009/12,-86,-0.46,-5.47,-3,-0.02,-0.19,91,0.49,5.79,94,0.51,5.98
2010/1,-1,-0.01,-0.06,8,0.04,0.51,104,0.56,6.62,96,0.52,6.11
2010/2,30,0.16,2.11,-8,-0.04,-0.56,89,0.48,6.27,97,0.52,6.83
2010/3,-110,-0.59,-7,5,0.03,0.32,94,0.51,5.98,89,0.48,5.66
2010/4,-193,-1.04,-12.7,-42,-0.23,-2.76,72,0.39,4.74,114,0.62,7.5
2010/5,-62,-0.34,-3.95,-7,-0.04,-0.45,82,0.44,5.23,89,0.48,5.67
2010/6,-181,-0.98,-11.92,-16,-0.09,-1.05,87,0.47,5.73,103,0.56,6.79
2010/7,82,0.44,5.23,-39,-0.21,-2.49,70,0.38,4.47,109,0.59,6.95
2010/8,-157,-0.85,-10.01,-6,-0.03,-0.38,85,0.46,5.42,91,0.49,5.81
2010/9,-149,-0.81,-9.83,9,0.05,0.59,98,0.53,6.47,89,0.48,5.87
2010/10,-100,-0.54,-6.39,16,0.09,1.02,101,0.55,6.45,85,0.46,5.43
2010/11,9,0.05,0.59,32,0.17,2.11,105,0.57,6.94,73,0.4,4.82
