y/m,月增加人口數,月增加率,折合年增加率,自然增加人口數,自然增加月增加率,自然增加折合年增加率,出生數,月出生率,折合年出生率,死亡數,月死亡率,折合年死亡率
2008/1,72,0.45,5.33,19,0.12,1.41,97,0.61,7.18,78,0.49,5.77
2008/2,64,0.4,5.06,-1,-0.01,-0.08,91,0.57,7.2,92,0.58,7.28
2008/3,207,1.3,15.31,-6,-0.04,-0.44,91,0.57,6.73,97,0.61,7.17
2008/4,135,0.84,10.3,-15,-0.09,-1.14,72,0.45,5.49,87,0.54,6.64
2008/5,118,0.74,8.71,12,0.07,0.89,85,0.53,6.27,73,0.46,5.39
2008/6,59,0.37,4.5,1,0.01,0.08,92,0.57,7.01,91,0.57,6.93
2008/7,-210,-1.31,-15.48,17,0.11,1.25,103,0.64,7.6,86,0.54,6.34
2008/8,-421,-2.63,-31.08,11,0.07,0.81,83,0.52,6.14,72,0.45,5.32
2008/9,-366,-2.29,-27.99,-12,-0.08,-0.92,82,0.51,6.28,94,0.59,7.2
2008/10,75,0.47,5.56,8,0.05,0.59,92,0.58,6.82,84,0.53,6.23
2008/11,42,0.26,3.22,39,0.24,2.99,108,0.68,8.27,69,0.43,5.29
2008/12,76,0.48,5.63,25,0.16,1.85,113,0.71,8.37,88,0.55,6.52
2009/1,-80,-0.5,-5.91,4,0.03,0.3,71,0.45,5.25,67,0.42,4.95
2009/2,-35,-0.22,-2.86,-17,-0.11,-1.39,89,0.56,7.29,106,0.67,8.68
2009/3,242,1.52,17.9,37,0.23,2.73,112,0.7,8.28,75,0.47,5.54
2009/4,43,0.27,3.28,-26,-0.16,-1.98,61,0.38,4.65,87,0.55,6.64
2009/5,8,0.05,0.59,-2,-0.01,-0.15,74,0.46,5.46,76,0.48,5.61
2009/6,194,1.22,14.8,37,0.23,2.82,105,0.66,8,68,0.43,5.18
2009/7,-125,-0.78,-9.22,9,0.06,0.66,98,0.61,7.23,89,0.56,6.56
2009/8,-333,-2.09,-24.57,9,0.06,0.66,69,0.43,5.1,60,0.38,4.43
2009/9,-422,-2.65,-32.24,1,0.01,0.08,85,0.53,6.5,84,0.53,6.43
2009/10,-44,-0.28,-3.26,28,0.18,2.08,113,0.71,8.38,85,0.54,6.3
2009/11,-75,-0.47,-5.75,40,0.25,3.07,116,0.73,8.89,76,0.48,5.82
2009/12,42,0.26,3.12,15,0.09,1.11,100,0.63,7.42,85,0.54,6.31
2010/1,-78,-0.49,-5.79,9,0.06,0.67,95,0.6,7.05,86,0.54,6.38
2010/2,11,0.07,0.9,11,0.07,0.9,86,0.54,7.07,75,0.47,6.16
2010/3,197,1.24,14.62,5,0.03,0.37,84,0.53,6.23,79,0.5,5.86
2010/4,75,0.47,5.74,-14,-0.09,-1.07,64,0.4,4.9,78,0.49,5.97
2010/5,116,0.73,8.59,-8,-0.05,-0.59,82,0.52,6.07,90,0.57,6.66
2010/6,9,0.06,0.69,12,0.08,0.92,77,0.48,5.89,65,0.41,4.97
2010/7,-32,-0.2,-2.37,6,0.04,0.44,79,0.5,5.85,73,0.46,5.4
2010/8,-116,-0.73,-8.59,13,0.08,0.96,84,0.53,6.22,71,0.45,5.26
2010/9,85,0.53,6.51,22,0.14,1.68,95,0.6,7.27,73,0.46,5.59
2010/10,331,2.08,24.51,7,0.04,0.52,87,0.55,6.44,80,0.5,5.92
2010/11,65,0.41,4.96,-10,-0.06,-0.76,78,0.49,5.95,88,0.55,6.72
